location,lang,retweet_count,conversation_id_str,image_url,tweet_url,favorite_count,user_id_str,created_at,full_text,reply_count,username,in_reply_to_screen_name,quote_count,id_str,text_casefold,text_clean,tokens,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw
,in,0,1738459928401183106,,https://x.com/undefined/status/1738459928401183106,0,174496674,Sat Dec 23 07:22:00 +0000 2023,@KAI121 Hi min. Gimana cara pesan online restorasi di Kereta. Saya pesan tiket bukan dari KAIAccess sehingga tidak bisa order melalui railfood. Terimakasih,7,,KAI121,1,1738459928401183106,@kai121 hi min. gimana cara pesan online restorasi di kereta. saya pesan tiket bukan dari kaiaccess sehingga tidak bisa order melalui railfood. terimakasih,hi min gimana cara pesan online restorasi di kereta saya pesan tiket bukan dari kaiaccess sehingga tidak bisa order melalui railfood terimakasih,"['hi', 'min', 'gimana', 'cara', 'pesan', 'online', 'restorasi', 'di', 'kereta', 'saya', 'pesan', 'tiket', 'bukan', 'dari', 'kaiaccess', 'sehingga', 'tidak', 'bisa', 'order', 'melalui', 'railfood', 'terimakasih']","['hi', 'min', 'gimana', 'cara', 'pesan', 'online', 'restorasi', 'di', 'kereta', 'saya', 'pesan', 'tiket', 'bukan', 'dari', 'kaiaccess', 'sehingga', 'tidak', 'bisa', 'order', 'lalu', 'railfood', 'terimakasih']",hi min gimana cara pesan online restorasi di kereta saya pesan tiket bukan dari kaiaccess sehingga tidak bisa order lalu railfood terimakasih,@KAI121 Hi min. Gimana cara pesan online restorasi di Kereta. Saya pesan tiket bukan dari KAIAccess sehingga tidak bisa order melalui railfood. Terimakasih,@KAI121 Hi min. Gimana cara pesan online restorasi di Kereta. Saya pesan tiket bukan dari KAIAccess sehingga tidak bisa order melalui railfood. Terimakasih
,in,0,1738413246120645105,,https://x.com/undefined/status/1738413246120645105,1,1645919192561111040,Sat Dec 23 04:16:30 +0000 2023,@KAI121 min kenapa saya pesen lewat kaiaccess tiap mau pembayaran selalu susah Timeout terus ya kenapa,17,,KAI121,2,1738413246120645105,@kai121 min kenapa saya pesen lewat kaiaccess tiap mau pembayaran selalu susah timeout terus ya kenapa,min kenapa saya pesen lewat kaiaccess tiap mau pembayaran selalu susah timeout terus ya kenapa,"['min', 'kenapa', 'saya', 'pesen', 'lewat', 'kaiaccess', 'tiap', 'mau', 'pembayaran', 'selalu', 'susah', 'timeout', 'terus', 'ya', 'kenapa']","['min', 'kenapa', 'saya', 'sen', 'lewat', 'kaiaccess', 'tiap', 'mau', 'bayar', 'selalu', 'susah', 'timeout', 'terus', 'ya', 'kenapa']",min kenapa saya sen lewat kaiaccess tiap mau bayar selalu susah timeout terus ya kenapa,@KAI121 min kenapa saya pesen lewat kaiaccess tiap mau pembayaran selalu susah Timeout terus ya kenapa,@KAI121 min kenapa saya pesen lewat kaiaccess tiap mau pembayaran selalu susah Timeout terus ya kenapa
,in,0,1738239993041293320,,https://x.com/undefined/status/1738239993041293320,1,1252495195796434944,Fri Dec 22 16:48:03 +0000 2023,Cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya? @KAI121,6,,,0,1738239993041293320,cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya? @kai121,cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya,"['cara', 'ganti', 'no', 'hp', 'di', 'kaiaccess', 'karena', 'no', 'hp', 'sudah', 'gaaktif', 'gmn', 'ya']","['cara', 'ganti', 'no', 'hp', 'di', 'kaiaccess', 'karena', 'no', 'hp', 'sudah', 'gaaktif', 'gmn', 'ya']",cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya,Cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya? @KAI121,Cara ganti no hp di kaiaccess karena no hp sudah gaaktif gmn ya? @KAI121
,in,0,1737948043956355176,,https://x.com/undefined/status/1737948043956355176,0,42153385,Thu Dec 21 21:27:57 +0000 2023,Katanya 2 jam sebelum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam sebelum. Begitu udah 1 jam sebelum dah g bs beli tiket dr app. Kalo emg permainannya gt gausah ngasih statement tafsus tersedia 2 jam sebelum @KAI121 sebel bgt ama kaiaccess yg baru,2,,,0,1737948043956355176,katanya 2 jam sebelum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam sebelum. begitu udah 1 jam sebelum dah g bs beli tiket dr app. kalo emg permainannya gt gausah ngasih statement tafsus tersedia 2 jam sebelum @kai121 sebel bgt ama kaiaccess yg baru,katanya 2 jam sebelum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam sebelum begitu udah 1 jam sebelum dah g bs beli tiket dr app kalo emg permainannya gt gausah ngasih statement tafsus tersedia 2 jam sebelum sebel bgt ama kaiaccess yg baru,"['katanya', '2', 'jam', 'sebelum', 'muncul', 'tafsus', 'tapi', 'di', 'app', 'baru', 'kayak', 'dipepet2in', 'ke', '1', 'jam', 'sebelum', 'begitu', 'udah', '1', 'jam', 'sebelum', 'dah', 'g', 'bs', 'beli', 'tiket', 'dr', 'app', 'kalo', 'emg', 'permainannya', 'gt', 'gausah', 'ngasih', 'statement', 'tafsus', 'tersedia', '2', 'jam', 'sebelum', 'sebel', 'bgt', 'ama', 'kaiaccess', 'yg', 'baru']","['kata', '2', 'jam', 'belum', 'muncul', 'tafsus', 'tapi', 'di', 'app', 'baru', 'kayak', 'dipepet2in', 'ke', '1', 'jam', 'belum', 'begitu', 'udah', '1', 'jam', 'belum', 'dah', 'g', 'bs', 'beli', 'tiket', 'dr', 'app', 'kalo', 'emg', 'main', 'gt', 'gausah', 'ngasih', 'statement', 'tafsus', 'sedia', '2', 'jam', 'belum', 'sebel', 'bgt', 'ama', 'kaiaccess', 'yg', 'baru']",kata 2 jam belum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam belum begitu udah 1 jam belum dah g bs beli tiket dr app kalo emg main gt gausah ngasih statement tafsus sedia 2 jam belum sebel bgt ama kaiaccess yg baru,Katanya 2 jam sebelum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam sebelum. Begitu udah 1 jam sebelum dah g bs beli tiket dr app. Kalo emg permainannya gt gausah ngasih statement tafsus tersedia 2 jam sebelum @KAI121 sebel bgt ama kaiaccess yg baru,Katanya 2 jam sebelum muncul tafsus tapi di app baru kayak dipepet2in ke 1 jam sebelum. Begitu udah 1 jam sebelum dah g bs beli tiket dr app. Kalo emg permainannya gt gausah ngasih statement tafsus tersedia 2 jam sebelum @KAI121 sebel bgt ama kaiaccess yg baru
,in,0,1737418337649606886,,https://x.com/undefined/status/1737418337649606886,0,1547376134656241664,Wed Dec 20 10:23:06 +0000 2023,wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt #zonauang #kai #kereta #kaiaccess,2,,,0,1737418337649606886,wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt #zonauang #kai #kereta #kaiaccess,wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt zonauang kai kereta kaiaccess,"['wtb', 'urgent', 'tiket', 'kai', 'blitar', 'malang', 'tanggal', '25', 'siang', 'sore', 'malem', 'plsss', 'urgent', 'bgt', 'zonauang', 'kai', 'kereta', 'kaiaccess']","['wtb', 'urgent', 'tiket', 'kai', 'blitar', 'malang', 'tanggal', '25', 'siang', 'sore', 'malem', 'plsss', 'urgent', 'bgt', 'zonauang', 'kai', 'kereta', 'kaiaccess']",wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt zonauang kai kereta kaiaccess,wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt #zonauang #kai #kereta #kaiaccess,wtb urgent tiket kai blitar malang tanggal 25 siang sore malem plsss urgent bgt #zonauang #kai #kereta #kaiaccess
,in,0,1736798388652585283,,https://x.com/undefined/status/1736798388652585283,0,1103506020528082944,Mon Dec 18 17:19:38 +0000 2023,@KAI121 hai admin Kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min?,9,,KAI121,0,1736798388652585283,@kai121 hai admin kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min?,hai admin kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min,"['hai', 'admin', 'kenapa', 'waktu', 'saya', 'mau', 'bayar', 'pakai', 'qris', 'lewat', 'kaiaccess', 'qrisnya', 'kadang', 'ga', 'muncul', 'ya', 'min']","['hai', 'admin', 'kenapa', 'waktu', 'saya', 'mau', 'bayar', 'pakai', 'qris', 'lewat', 'kaiaccess', 'qrisnya', 'kadang', 'ga', 'muncul', 'ya', 'min']",hai admin kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min,@KAI121 hai admin Kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min?,@KAI121 hai admin Kenapa waktu saya mau bayar pakai qris lewat kaiaccess qrisnya kadang ga muncul ya min?
,in,0,1736598742630035900,,https://x.com/undefined/status/1736617134711832760,0,878333561907978241,Mon Dec 18 05:19:24 +0000 2023,@suridjiwa Astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access..,1,,suridjiwa,0,1736617134711832760,@suridjiwa astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access..,astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access,"['astagaaa', 'bisaa', 'pakai', 'kaiaccess', 'karena', 'saya', 'kalau', 'gabawa', 'kartu', 'ya', 'pakai', 'kai', 'access']","['astagaaa', 'bisaa', 'pakai', 'kaiaccess', 'karena', 'saya', 'kalau', 'gabawa', 'kartu', 'ya', 'pakai', 'kai', 'access']",astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access,@suridjiwa Astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access..,@suridjiwa Astagaaa bisaa pakai kaiaccess karena saya kalau gabawa kartu ya pakai kai access..
,tl,0,1735202808524386478,,https://x.com/undefined/status/1735222646869213411,0,1395549445127753729,Thu Dec 14 08:58:12 +0000 2023,@flowersdrizzle Di loket sama di KAIaccess sama kak kalau go show,0,,flowersdrizzle,0,1735222646869213411,@flowersdrizzle di loket sama di kaiaccess sama kak kalau go show,di loket sama di kaiaccess sama kak kalau go show,"['di', 'loket', 'sama', 'di', 'kaiaccess', 'sama', 'kak', 'kalau', 'go', 'show']","['di', 'loket', 'sama', 'di', 'kaiaccess', 'sama', 'kak', 'kalau', 'go', 'show']",di loket sama di kaiaccess sama kak kalau go show,@flowersdrizzle Di loket sama di KAIaccess sama kak kalau go show,@flowersdrizzle Di loket sama di KAIaccess sama kak kalau go show
,in,0,1734464160174641325,https://pbs.twimg.com/media/GBIN9ZtbEAACwW9.jpg,https://x.com/undefined/status/1734464160174641325,0,4064213172,Tue Dec 12 06:44:15 +0000 2023,Wts tiket kereta dhoho penataran surabaya - malang jam 8 tanggal 17 desember ada 2 tiket yaa.. aku jual harga asli tempat duduk sebelahan Dijual karna gajadi pergii #zonabu #zonauang #tiketkereta #kaiaccess https://t.co/jak25hmUEz,5,,,0,1734464160174641325,wts tiket kereta dhoho penataran surabaya - malang jam 8 tanggal 17 desember ada 2 tiket yaa.. aku jual harga asli tempat duduk sebelahan dijual karna gajadi pergii #zonabu #zonauang #tiketkereta #kaiaccess https://t.co/jak25hmuez,wts tiket kereta dhoho penataran surabaya malang jam 8 tanggal 17 desember ada 2 tiket yaa aku jual harga asli tempat duduk sebelahan dijual karna gajadi pergii zonabu zonauang tiketkereta kaiaccess,"['wts', 'tiket', 'kereta', 'dhoho', 'penataran', 'surabaya', 'malang', 'jam', '8', 'tanggal', '17', 'desember', 'ada', '2', 'tiket', 'yaa', 'aku', 'jual', 'harga', 'asli', 'tempat', 'duduk', 'sebelahan', 'dijual', 'karna', 'gajadi', 'pergii', 'zonabu', 'zonauang', 'tiketkereta', 'kaiaccess']","['wts', 'tiket', 'kereta', 'dhoho', 'natar', 'surabaya', 'malang', 'jam', '8', 'tanggal', '17', 'desember', 'ada', '2', 'tiket', 'yaa', 'aku', 'jual', 'harga', 'asli', 'tempat', 'duduk', 'belah', 'jual', 'karna', 'gajadi', 'pergi', 'zonabu', 'zonauang', 'tiketkereta', 'kaiaccess']",wts tiket kereta dhoho natar surabaya malang jam 8 tanggal 17 desember ada 2 tiket yaa aku jual harga asli tempat duduk belah jual karna gajadi pergi zonabu zonauang tiketkereta kaiaccess,Wts tiket kereta dhoho penataran surabaya - malang jam 8 tanggal 17 desember ada 2 tiket yaa.. aku jual harga asli tempat duduk sebelahan Dijual karna gajadi pergii #zonabu #zonauang #tiketkereta #kaiaccess https://t.co/jak25hmUEz,Wts tiket kereta dhoho penataran surabaya - malang jam 8 tanggal 17 desember ada 2 tiket yaa.. aku jual harga asli tempat duduk sebelahan Dijual karna gajadi pergii #zonabu #zonauang #tiketkereta #kaiaccess https://t.co/jak25hmUEz
,in,0,1734397860408590393,,https://x.com/undefined/status/1734397860408590393,0,868294984247767041,Tue Dec 12 02:20:48 +0000 2023,temen-temen diskon alumni itb kok gak muncul di app kaiaccess terbaru ya,1,,,0,1734397860408590393,temen-temen diskon alumni itb kok gak muncul di app kaiaccess terbaru ya,temen temen diskon alumni itb kok gak muncul di app kaiaccess terbaru ya,"['temen', 'temen', 'diskon', 'alumni', 'itb', 'kok', 'gak', 'muncul', 'di', 'app', 'kaiaccess', 'terbaru', 'ya']","['temen', 'temen', 'diskon', 'alumni', 'itb', 'kok', 'gak', 'muncul', 'di', 'app', 'kaiaccess', 'baru', 'ya']",temen temen diskon alumni itb kok gak muncul di app kaiaccess baru ya,temen-temen diskon alumni itb kok gak muncul di app kaiaccess terbaru ya,temen-temen diskon alumni itb kok gak muncul di app kaiaccess terbaru ya
,in,0,1734246039631384633,,https://x.com/undefined/status/1734246039631384633,0,221342265,Mon Dec 11 16:17:31 +0000 2023,@KAI121 halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya? udah 5 hari nih ga update sampe sekarang,13,,KAI121,0,1734246039631384633,@kai121 halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya? udah 5 hari nih ga update sampe sekarang,halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya udah 5 hari nih ga update sampe sekarang,"['halo', 'min', 'mau', 'nanya', 'beberapa', 'kali', 'beli', 'tiket', 'di', 'kaiaccess', 'kok', 'ga', 'muncul', 'ya', 'di', 'history', 'nya', 'udah', '5', 'hari', 'nih', 'ga', 'update', 'sampe', 'sekarang']","['halo', 'min', 'mau', 'nanya', 'beberapa', 'kali', 'beli', 'tiket', 'di', 'kaiaccess', 'kok', 'ga', 'muncul', 'ya', 'di', 'history', 'nya', 'udah', '5', 'hari', 'nih', 'ga', 'update', 'sampe', 'sekarang']",halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya udah 5 hari nih ga update sampe sekarang,@KAI121 halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya? udah 5 hari nih ga update sampe sekarang,@KAI121 halo min mau nanya beberapa kali beli tiket di kaiaccess kok ga muncul ya di history nya? udah 5 hari nih ga update sampe sekarang
,in,0,1733283057715859763,,https://x.com/undefined/status/1733354800782475350,0,44801859,Sat Dec 09 05:16:03 +0000 2023,@KAI121 @fluffieruby betul sekali min barusan mau beli ka Lokal Batara Kresna - Purwosari -Wonogiri buat 11 Des jadwal tidak ditemukan. Giliran logout kaiaccess malah Gabisa login lg,0,,KAI121,0,1733354800782475350,@kai121 @fluffieruby betul sekali min barusan mau beli ka lokal batara kresna - purwosari -wonogiri buat 11 des jadwal tidak ditemukan. giliran logout kaiaccess malah gabisa login lg,betul sekali min barusan mau beli ka lokal batara kresna purwosari wonogiri buat 11 des jadwal tidak ditemukan giliran logout kaiaccess malah gabisa login lg,"['betul', 'sekali', 'min', 'barusan', 'mau', 'beli', 'ka', 'lokal', 'batara', 'kresna', 'purwosari', 'wonogiri', 'buat', '11', 'des', 'jadwal', 'tidak', 'ditemukan', 'giliran', 'logout', 'kaiaccess', 'malah', 'gabisa', 'login', 'lg']","['betul', 'sekali', 'min', 'barusan', 'mau', 'beli', 'ka', 'lokal', 'batara', 'kresna', 'purwosari', 'wonogiri', 'buat', '11', 'des', 'jadwal', 'tidak', 'temu', 'gilir', 'logout', 'kaiaccess', 'malah', 'gabisa', 'login', 'lg']",betul sekali min barusan mau beli ka lokal batara kresna purwosari wonogiri buat 11 des jadwal tidak temu gilir logout kaiaccess malah gabisa login lg,@KAI121 @fluffieruby betul sekali min barusan mau beli ka Lokal Batara Kresna - Purwosari -Wonogiri buat 11 Des jadwal tidak ditemukan. Giliran logout kaiaccess malah Gabisa login lg,@KAI121 @fluffieruby betul sekali min barusan mau beli ka Lokal Batara Kresna - Purwosari -Wonogiri buat 11 Des jadwal tidak ditemukan. Giliran logout kaiaccess malah Gabisa login lg
,in,0,1733183487040241997,,https://x.com/undefined/status/1733183487040241997,0,1309583996,Fri Dec 08 17:55:18 +0000 2023,gbt dikit buka apk Kaiaccess ,0,,,0,1733183487040241997,gbt dikit buka apk kaiaccess ,gbt dikit buka apk kaiaccess,"['gbt', 'dikit', 'buka', 'apk', 'kaiaccess']","['gbt', 'dikit', 'buka', 'apk', 'kaiaccess']",gbt dikit buka apk kaiaccess,gbt dikit buka apk Kaiaccess ,gbt dikit buka apk Kaiaccess 
,in,0,1733080165633446214,,https://x.com/undefined/status/1733080165633446214,0,1494691790880133124,Fri Dec 08 11:04:45 +0000 2023,WTB ( want to buy) Tiket Kereta Dhoho Penataran Arah Mojokerto - Surabaya Gubeng buat Hari Senin 11 Desember 2023 jamnya 05.43 PLISSS YG ADA TIKETNYA DAN GA KEPAKE AKU MAU BELII BUTUHH BGTT #zonauangᅠᅠ #wtb #kaiaccess,0,,,0,1733080165633446214,wtb ( want to buy) tiket kereta dhoho penataran arah mojokerto - surabaya gubeng buat hari senin 11 desember 2023 jamnya 05.43 plisss yg ada tiketnya dan ga kepake aku mau belii butuhh bgtt #zonauangᅠᅠ #wtb #kaiaccess,wtb want to buy tiket kereta dhoho penataran arah mojokerto surabaya gubeng buat hari senin 11 desember 2023 jamnya 05 43 plisss yg ada tiketnya dan ga kepake aku mau belii butuhh bgtt zonauangᅠᅠ wtb kaiaccess,"['wtb', 'want', 'to', 'buy', 'tiket', 'kereta', 'dhoho', 'penataran', 'arah', 'mojokerto', 'surabaya', 'gubeng', 'buat', 'hari', 'senin', '11', 'desember', '2023', 'jamnya', '05', '43', 'plisss', 'yg', 'ada', 'tiketnya', 'dan', 'ga', 'kepake', 'aku', 'mau', 'belii', 'butuhh', 'bgtt', 'zonauangᅠᅠ', 'wtb', 'kaiaccess']","['wtb', 'want', 'to', 'buy', 'tiket', 'kereta', 'dhoho', 'natar', 'arah', 'mojokerto', 'surabaya', 'gubeng', 'buat', 'hari', 'senin', '11', 'desember', '2023', 'jam', '05', '43', 'plisss', 'yg', 'ada', 'tiket', 'dan', 'ga', 'kepake', 'aku', 'mau', 'beli', 'butuhh', 'bgtt', 'zonauang', 'wtb', 'kaiaccess']",wtb want to buy tiket kereta dhoho natar arah mojokerto surabaya gubeng buat hari senin 11 desember 2023 jam 05 43 plisss yg ada tiket dan ga kepake aku mau beli butuhh bgtt zonauang wtb kaiaccess,WTB ( want to buy) Tiket Kereta Dhoho Penataran Arah Mojokerto - Surabaya Gubeng buat Hari Senin 11 Desember 2023 jamnya 05.43 PLISSS YG ADA TIKETNYA DAN GA KEPAKE AKU MAU BELII BUTUHH BGTT #zonauangᅠᅠ #wtb #kaiaccess,WTB ( want to buy) Tiket Kereta Dhoho Penataran Arah Mojokerto - Surabaya Gubeng buat Hari Senin 11 Desember 2023 jamnya 05.43 PLISSS YG ADA TIKETNYA DAN GA KEPAKE AKU MAU BELII BUTUHH BGTT #zonauangᅠᅠ #wtb #kaiaccess
,in,0,1732310599407944129,,https://x.com/undefined/status/1732363633584398479,1,1685782281095708672,Wed Dec 06 11:37:30 +0000 2023,@MiskinTV_ @KAI121 Iru permaenan administratipnya kaiaccess,1,,MiskinTV_,0,1732363633584398479,@miskintv_ @kai121 iru permaenan administratipnya kaiaccess,iru permaenan administratipnya kaiaccess,"['iru', 'permaenan', 'administratipnya', 'kaiaccess']","['iru', 'permaenan', 'administratipnya', 'kaiaccess']",iru permaenan administratipnya kaiaccess,@MiskinTV_ @KAI121 Iru permaenan administratipnya kaiaccess,@MiskinTV_ @KAI121 Iru permaenan administratipnya kaiaccess
,in,0,1731659425533096245,,https://x.com/undefined/status/1731659425533096245,0,60563121,Mon Dec 04 12:59:14 +0000 2023,Kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu,2,,,0,1731659425533096245,kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu,kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu,"['kaiaccess', 'ini', 'skarang', 'banyak', 'errornya', 'ya', 'masak', 'jadwal', 'kosong', 'muluuu']","['kaiaccess', 'ini', 'skarang', 'banyak', 'errornya', 'ya', 'masak', 'jadwal', 'kosong', 'muluuu']",kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu,Kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu,Kaiaccess ini skarang banyak errornya ya masak jadwal kosong muluuu
,in,0,1730985496686501972,,https://x.com/undefined/status/1731103551320186884,0,1649544384927637505,Sun Dec 03 00:10:23 +0000 2023,@glxyeunha @yewonies Coba cek di kaiaccess kalo naik kereta kak,0,,glxyeunha,0,1731103551320186884,@glxyeunha @yewonies coba cek di kaiaccess kalo naik kereta kak,coba cek di kaiaccess kalo naik kereta kak,"['coba', 'cek', 'di', 'kaiaccess', 'kalo', 'naik', 'kereta', 'kak']","['coba', 'cek', 'di', 'kaiaccess', 'kalo', 'naik', 'kereta', 'kak']",coba cek di kaiaccess kalo naik kereta kak,@glxyeunha @yewonies Coba cek di kaiaccess kalo naik kereta kak,@glxyeunha @yewonies Coba cek di kaiaccess kalo naik kereta kak
,in,0,1730986489583177873,,https://x.com/undefined/status/1730986489583177873,1,1557369907351719936,Sat Dec 02 16:25:13 +0000 2023,Kek t*i KAIaccess kamis ga muncul2 nama2 stasiun. Disitu lagi urgent izin kantor bokap dirawat. Sekarang mau balik lagi Qris gabisa diunduh ss qris pembayaran gagal. Sampe 2x nya pesen tiket kadaluarsa waktunya. Fak,6,,,0,1730986489583177873,kek t*i kaiaccess kamis ga muncul2 nama2 stasiun. disitu lagi urgent izin kantor bokap dirawat. sekarang mau balik lagi qris gabisa diunduh ss qris pembayaran gagal. sampe 2x nya pesen tiket kadaluarsa waktunya. fak,kek t i kaiaccess kamis ga muncul2 nama2 stasiun disitu lagi urgent izin kantor bokap dirawat sekarang mau balik lagi qris gabisa diunduh ss qris pembayaran gagal sampe 2x nya pesen tiket kadaluarsa waktunya fak,"['kek', 't', 'i', 'kaiaccess', 'kamis', 'ga', 'muncul2', 'nama2', 'stasiun', 'disitu', 'lagi', 'urgent', 'izin', 'kantor', 'bokap', 'dirawat', 'sekarang', 'mau', 'balik', 'lagi', 'qris', 'gabisa', 'diunduh', 'ss', 'qris', 'pembayaran', 'gagal', 'sampe', '2x', 'nya', 'pesen', 'tiket', 'kadaluarsa', 'waktunya', 'fak']","['kek', 't', 'i', 'kaiaccess', 'kamis', 'ga', 'muncul2', 'nama2', 'stasiun', 'situ', 'lagi', 'urgent', 'izin', 'kantor', 'bokap', 'rawat', 'sekarang', 'mau', 'balik', 'lagi', 'qris', 'gabisa', 'unduh', 'ss', 'qris', 'bayar', 'gagal', 'sampe', '2x', 'nya', 'sen', 'tiket', 'kadaluarsa', 'waktu', 'fak']",kek t i kaiaccess kamis ga muncul2 nama2 stasiun situ lagi urgent izin kantor bokap rawat sekarang mau balik lagi qris gabisa unduh ss qris bayar gagal sampe 2x nya sen tiket kadaluarsa waktu fak,Kek t*i KAIaccess kamis ga muncul2 nama2 stasiun. Disitu lagi urgent izin kantor bokap dirawat. Sekarang mau balik lagi Qris gabisa diunduh ss qris pembayaran gagal. Sampe 2x nya pesen tiket kadaluarsa waktunya. Fak,Kek t*i KAIaccess kamis ga muncul2 nama2 stasiun. Disitu lagi urgent izin kantor bokap dirawat. Sekarang mau balik lagi Qris gabisa diunduh ss qris pembayaran gagal. Sampe 2x nya pesen tiket kadaluarsa waktunya. Fak
,in,0,1730376848021053911,,https://x.com/undefined/status/1730470947063517540,1,1513481268708900868,Fri Dec 01 06:16:39 +0000 2023,@KAI121 Kaiaccess kog gag bisa diakses? Cuman sampe menu milih kereta... Trus konfirmasi luamaaaaaaaaaaaaa Buangetttttttttt,8,,KAI121,3,1730470947063517540,@kai121 kaiaccess kog gag bisa diakses? cuman sampe menu milih kereta... trus konfirmasi luamaaaaaaaaaaaaa buangetttttttttt,kaiaccess kog gag bisa diakses cuman sampe menu milih kereta trus konfirmasi luamaaaaaaaaaaaaa buangetttttttttt,"['kaiaccess', 'kog', 'gag', 'bisa', 'diakses', 'cuman', 'sampe', 'menu', 'milih', 'kereta', 'trus', 'konfirmasi', 'luamaaaaaaaaaaaaa', 'buangetttttttttt']","['kaiaccess', 'kog', 'gag', 'bisa', 'akses', 'cuman', 'sampe', 'menu', 'milih', 'kereta', 'trus', 'konfirmasi', 'luamaaaaaaaaaaaaa', 'buangetttttttttt']",kaiaccess kog gag bisa akses cuman sampe menu milih kereta trus konfirmasi luamaaaaaaaaaaaaa buangetttttttttt,@KAI121 Kaiaccess kog gag bisa diakses? Cuman sampe menu milih kereta... Trus konfirmasi luamaaaaaaaaaaaaa Buangetttttttttt,@KAI121 Kaiaccess kog gag bisa diakses? Cuman sampe menu milih kereta... Trus konfirmasi luamaaaaaaaaaaaaa Buangetttttttttt
,in,0,1730461269940178967,,https://x.com/undefined/status/1730461269940178967,0,1513481268708900868,Fri Dec 01 05:38:11 +0000 2023,@KAI121 apakah aplikasi kaiaccess sedang error???,3,,KAI121,2,1730461269940178967,@kai121 apakah aplikasi kaiaccess sedang error???,apakah aplikasi kaiaccess sedang error,"['apakah', 'aplikasi', 'kaiaccess', 'sedang', 'error']","['apakah', 'aplikasi', 'kaiaccess', 'sedang', 'error']",apakah aplikasi kaiaccess sedang error,@KAI121 apakah aplikasi kaiaccess sedang error???,@KAI121 apakah aplikasi kaiaccess sedang error???
