id_str,created_at,user_id_str,conversation_id_str,text_clean,label
1607140405602320384,Sun Dec 25 22:25:06 +0000 2022,822707634562154496,1607140087795683330,klo udh bisa beli lewat kaiaccess berarti udh valid vaksinnya skrg semua data sudah sync lewat nik kamu,POSITIF
1606721995961683968,Sat Dec 24 18:42:29 +0000 2022,906453003640520704,1606721995961683968,min cara hapus booking pemesanan tiket a n orang lain di kaiaccess gimana ya biar kode booking bisa d tambah ke akun kaiaccess penumpang,NETRAL
1606436098590347264,Fri Dec 23 23:46:26 +0000 2022,262085343,1606434945018531841,biasanya pesen tiket via kaiaccess biar gausah cetak boarding pass tp krn bbrp mgg kmrn ada drama nomor keblokir jd gbs pesen dan akhirnya pesan di merchant lain gpp sih cuma ya itu jd harus cetak boarding pass dulu,NEGATIF
1606061695025270803,Thu Dec 22 22:58:41 +0000 2022,291519931,1606061695025270803,min saya cek kaiaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya padahal pengumumannya tersedia dari 22 desember 2022 8 januari 2023,NEGATIF
1605438833230651397,Wed Dec 21 05:43:40 +0000 2022,1280067141220196352,1605438833230651397,kode ini suka gk pasti si yg jelas kalo pesen di kaiaccess pas mau pesen itu ada keterangan eko 1 ekonomi biasa gerbong 1 atau pre 1 ekonomi premium gerbong 1 biar next gk salah kereta tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k,NEGATIF
1604693656971411456,Mon Dec 19 04:22:36 +0000 2022,1336127263201320961,1604494208282546176,sering2 cek nder pake app kaiaccess biasane ada yg batalin malem nanti atau besok saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,NETRAL
1604342468983410688,Sun Dec 18 05:07:06 +0000 2022,1339513659375042561,1604284488070008833,cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,NETRAL
1602219522882424832,Mon Dec 12 08:31:16 +0000 2022,1519685530388406275,1601768847300001793,halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya,NEGATIF
1602215284190113792,Mon Dec 12 08:14:26 +0000 2022,1215659753147228160,1602215284190113792,pesennya sih masih jam 11 45 dan nggk sadar kalo ada promo kai pas mau bayar sampe waktunya habis pun di jam 12 51 masih gabisa bayar padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa kaiaccess kaiaccessdown,NEGATIF
1602195542385520640,Mon Dec 12 06:55:59 +0000 2022,1281585105698357248,1602195542385520640,tolong dong ini gimana bokap lagi ada tugas dadakan n gabisa balik gimana ini kaiaccess,NEGATIF
1602189186114560001,Mon Dec 12 06:30:43 +0000 2022,3007675446,1602189186114560001,gak ada niatan perbaikin aplikasi kkai access min kaiaccess,POSITIF
1602181132908261377,Mon Dec 12 05:58:43 +0000 2022,511228912,1602181132908261377,bm pingin ke keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh kaiaccess,POSITIF
1601998542482309121,Sun Dec 11 17:53:10 +0000 2022,1545050805601898498,1601998542482309121,minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg,NEGATIF
1601992931254337536,Sun Dec 11 17:30:53 +0000 2022,1091336811371089920,1601992931254337536,mohon diperbaiki dong sistem software aplikasi kaiaccess masuk aplikasi langsung down internetnya mohon tanggapannya gimana mau ikut flashsale,POSITIF
1601987336925229058,Sun Dec 11 17:08:39 +0000 2022,1080053934528487424,1601987336925229058,ngewar tiket gini mulu masih dapet gk ya kaiaccess,NEGATIF
1598846946726547458,Sat Dec 03 01:09:51 +0000 2022,710394355115286528,1598490106285150208,aku yg baru 2x main ke bandung naik kereta terheran2 dengan parahyangan bisnis ada 3 kemungkinan 1 belum pernah naik kereta 2 dan kl naik kereta aja ga pnh pastiny ga puny aplikasi kaiaccess 3 malas baca pinginnya cepat mangap,NEGATIF
1872846054749815224,Sat Dec 28 03:24:29 +0000 2024,178230025,1872845143210099058,cek kaiaccess dulu,NETRAL
1871622068237930508,Tue Dec 24 18:20:48 +0000 2024,116428656,1871345142214676789,selamat pagi min untuk pembelian tiket ka dhoho via kaiaccess apakah ada gangguan terima kasih,POSITIF
1870805854179746091,Sun Dec 22 12:17:28 +0000 2024,1611513806970290176,1870805854179746091,tadi siang iseng ngecek menu lewat kaiaccess pas di ka sancaka hahahahhaha nda jadi pesen,NETRAL
1870387561027543483,Sat Dec 21 08:35:19 +0000 2024,1382826519744049155,1870387561027543483,grogi taaah sampe lupa password kaiaccess deuh,NETRAL
1870317921836450049,Sat Dec 21 03:58:36 +0000 2024,1321002256708161537,1870317921836450049,wtb 2 tiket kai kereta lokal cikarang karawang jam 13 20 plis bayar dua kali lipat gapapaa zonauang kereta kaiaccess,NETRAL
1870317642973941871,Sat Dec 21 03:57:29 +0000 2024,1321002256708161537,1870317642973941871,wts 2 tiket kereta kai lokal cikarang karawang walahar 11 30 21 desember 2024 kai kaiaccess kereta,NETRAL
1869973209833185607,Fri Dec 20 05:08:50 +0000 2024,1134294052696813568,1869972604699980037,kayak tetep aja khawatir kayak aku td salah masuk gerbong ga ya atau kadang deg2an tiap org lalu lalang merhatiin kursi kita padahal aslinya kita dah bener tp mereka ngira itu kursi mereka dan mungkin bisa menghindari dari perdebatan yang bbrp kali jg terjadi d kaiaccess,NEGATIF
1869154591155315155,Tue Dec 17 22:55:56 +0000 2024,414556845,1869154591155315155,halo min saya mengalami kendala saat login akun kaiaccess muncul keterangan akun sedang digunakan di perangkat lain sedangkan saya hanya login di 1 perangkat saja dan tidak pernah sama sekali login di perangkat lain,NEGATIF
1867981302743568767,Sat Dec 14 17:13:42 +0000 2024,1058551290177835008,1867981302743568767,eh tai kaiaccess error2nya pas jam war gini ya allah gimana gw balik minggu depaaannnn,NEGATIF
1867800648579989590,Sat Dec 14 05:15:51 +0000 2024,1850503285805051906,1867797710356820086,oalaah trs itu pesennya di kaiaccess jg kah,NETRAL
1867668474736390305,Fri Dec 13 20:30:38 +0000 2024,1390618561777864713,1867546875534168494,lewat aplikasi kaiaccess,NETRAL
1867170022000586878,Thu Dec 12 11:29:58 +0000 2024,1334376774981931009,1867164108786909422,coba dm twt kaiaccess langsung aja,NETRAL
1867086685609267621,Thu Dec 12 05:58:49 +0000 2024,574574203,1867086685609267621,beli tiketnya berhasil tapi kaiaccess dan livin adalah kombo bau payment aku yg 99rb masih nyangkut belum balik 3kali payment pertama udah refund kedua nyangkut tiga kalinya berhasil,NEGATIF
1867044828686819624,Thu Dec 12 03:12:29 +0000 2024,1068438322899349504,1867044824786108920,saya telah melakukan pelaporan melalui telepon tapi sampai sekarang sudah 2 minggu lebih uang saya tidak kembali2 setiap saya wa jawabnnya tetap sama sedang dalam proses mohon tuntaskan masalah ini kaiaccess kai121,NEGATIF
1866461558022480278,Tue Dec 10 12:34:47 +0000 2024,1429829255626559492,1866461558022480278,ada yg butuh tiket ka sritanjung tujuan lempuyangan besok rabu 11 des 2024 sayang kalau kecancel refund siapatau ada yg butuh bisa lgsg pc ya trims zonauang zonaba kaiaccess tiketkereta transfertiket,NETRAL
1864522130207199369,Thu Dec 05 04:08:11 +0000 2024,98555083,1864522130207199369,5 nov 24 sy beli tiket krl rute st karet bekasi via apk kaiaccess tp setelah saldo kepotong tiket gak pernah nongol,NEGATIF
1859289924408836191,Wed Nov 20 17:37:16 +0000 2024,1466026498817679368,1859289924408836191,min akun kaiaccess sy menggunakan nik ibu kalau saya mau membatalkan perjalanan saya ga bisa ya ga bisa batalkan melalui aplikasi kalau atas namanya bukan pemilik akun apakah ada solusi lain,NEGATIF
1858501062686359759,Mon Nov 18 13:22:37 +0000 2024,101914451,1858501062686359759,udah lama ga compare harga tiket kereta jarak jauh lintas platform krn udh pelanggan setia via kaiaccess dengan harga normal si tiket paling mahal ye krn ada biaya jasa segala selain 7 5k klo apps laen cuma plus 7 5k kalo kai access ya g ada 7 5k nya hehe,NETRAL
1856726118071685295,Wed Nov 13 15:49:37 +0000 2024,97427261,1856726118071685295,gak ada diskon tiket kereta kah ini sering beli tp gapernah dpt voucher atau apa kek lewat kaiaccess,NETRAL
1854859068718170389,Fri Nov 08 12:10:38 +0000 2024,785128426948534272,1854859068718170389,min tlg tanya tiap saya mau belk tiket di kaiaccess kok selalu dibilang belum upgrade ke member basic dan berulang kali sudah upgrade tp kok gitu terus ini salahnya di mana ya,NEGATIF
1854529795549544942,Thu Nov 07 14:22:13 +0000 2024,1083418277525606400,1854529795549544942,yg butuh tiket kereta ke sby di hari minggu tgl 10 atau dari sby ke malang untuk hari senin tgl 11 boleh reply yaa zonauang tiketkereta kaiaccess kai,NETRAL
1854049783566184935,Wed Nov 06 06:34:49 +0000 2024,2485381298,1854049783566184935,ada issue apa ya daritadi sy pesan kereta di tiketdotcom dan kaiaccess muter2 terus,NEGATIF
1853975022450459117,Wed Nov 06 01:37:45 +0000 2024,1692140561170636801,1853972794348068904,pake aplikasi kaiaccess aja yaan gaperlu pake ktp juga cuma scan qr,NETRAL
1853386697117176096,Mon Nov 04 10:39:57 +0000 2024,619021304,1853360824523559008,download kaiaccess aja nanti masukin kode booking h 2 jam klik cetak e boarding pas depan petugas tunjukin qrcodenya aja gaperlu cetak manual biar dapet tiket kertas lebih simple,NETRAL
1853273841180782946,Mon Nov 04 03:11:30 +0000 2024,198000772,1853273841180782946,ekinet sama smartex buatku yang buta kanji aja bisa kilat beli di kaiaccess susah banget pembayaran gabisa bisa aplikasi lemot sangat memancing emosi,NEGATIF
1852354569248092252,Fri Nov 01 14:18:39 +0000 2024,36550982,1852354569248092252,beli tiket pakai aplikasi kaiaccess itu proses refundnya ternyata ribet sedunia kalau beli tiketnya atas nama orang lain terus jangan pernah beli tiket via kai access kalau mau refund ngga bisa via apps aplikasinya sendiri ada bug,NEGATIF
1850594053513248949,Sun Oct 27 17:42:59 +0000 2024,861786195256160258,1850594053513248949,tinggal mau bayarnya aja time out muluu kaiaccess,NETRAL
1850593334919938290,Sun Oct 27 17:40:08 +0000 2024,1962824269,1850593334919938290,ajggg emg kaiaccess tuh tolol bgt ajgg apk tai 00 40 msh blm bisa beli tiket tai pdhl pgn tdr cpt bgst,NETRAL
1850228140033089566,Sat Oct 26 17:28:58 +0000 2024,1115175032366325761,1850228140033089566,war tiket kereta penataran dhoho kaiaccess jam terakhir menuju ke surabaya itu wes kaya war tiket komser so7 alias timeout terus,NETRAL
1847804961968808276,Sun Oct 20 01:00:08 +0000 2024,1794318616487493632,1847804961968808276,hari masih pagi tapi harus mengatakan kaiaccess kontolllll,NETRAL
1847283341210624478,Fri Oct 18 14:27:24 +0000 2024,3058826372,1847283341210624478,emang busuk layanan ginian sering pake fr dan hari ini masuk pasar senen dianya nyala tapi ngga berguna sama kaya minggu lalu di lempuyangan sampe antre panjang uda gitu pake e boarding di hape masih diminta ktp trus gunane aku install kaiaccess bwat opooo,NETRAL
1846978723909980181,Thu Oct 17 18:16:57 +0000 2024,380840568,1846978723909980181,min usulan saya kapan hari malah tambah parah nih server kaiaccess pesan lgsg trk nt gak bisa estafet baru bisa itupun nunggu sejam ini mslhnya apa it system server biaya mtcnya ato org it nya jgn jawaban klasik lagi ya,NEGATIF
1846489571065999774,Wed Oct 16 09:53:14 +0000 2024,1257696665462398977,1846487535511306599,kl di app kaiaccess udh abis ya gaisa,NETRAL
1846150650406854696,Tue Oct 15 11:26:29 +0000 2024,727648291,1846150650406854696,alhamdulillaah udh sukses bisa beli tiket jg dari tadi stuck di bagian pembayaran bolak balik menunya cuma ewallet dan udh terhubung tetapi stuck sama sekalo gak bisa bayar thank you perbaikan layanannya sukses selalu kaiaccess,POSITIF
1846125295621099924,Tue Oct 15 09:45:44 +0000 2024,1605227811102302210,1846125295621099924,haloo min apakah aplikasi kaiaccess sedang maintenance saya drtd mau melakukan pembayaran tidak bisa,NEGATIF
1845153834295070779,Sat Oct 12 17:25:30 +0000 2024,1792922867086028800,1845153834295070779,kai access ini gimana sih udah cepet war tikettt udah klik kursinya juga tinggal bayar tapi pas klik kode qris nya malah ga keluar tulisannya timeout dan itu berkali kali jadi keabisan tiket kaiaccess kai,NETRAL
1842348429336539277,Fri Oct 04 23:37:49 +0000 2024,870560932136599552,1842348429336539277,kaiaccess kenapa gini terus ya waktu mau reset pin,NETRAL
1841160313162387606,Tue Oct 01 16:56:40 +0000 2024,42558739,1841160313162387606,min mau tanya kalo data orang tua saya sudah tercatatat di kaiaccess apakah bisa dapet potongan lansia kebetulan ortu saya sudah lansia atau harus didaftarkan manual,NETRAL
1841082472961863811,Tue Oct 01 11:47:21 +0000 2024,1137403103525818369,1841082472961863811,inii pramu prami manaa dah gak lewat2 gue laper bgttt mau pesen lewat kaiaccess pasti lama,NETRAL
1838851706114969839,Wed Sep 25 08:03:05 +0000 2024,2248542294,1838851706114969839,pengen ubah tgl perjalanan dr kaiaccess cm muter knp ya min,NETRAL
1804089262142279770,Fri Jun 21 09:49:33 +0000 2024,1363671825452916747,1804089262142279770,kai access error hari ini juni 2024 tidak bisa dibuka sampai kapan ini penjelasan pihak kai mf kaiaccess error jadwal tiket kai,NEGATIF
1804070942479651199,Fri Jun 21 08:36:45 +0000 2024,710394355115286528,1803680716502262152,tau ada kereta api ini wkt lebaran idul adha kmrn saat nyampe di slo ada pengumuman kereta banyubiru ini sudah bersiap di jalur 4 lgsg cek di kaiaccess harga tiketny 40 eko dan 80 ekse dgn perjalanan selama 2jam mgkn aku akan pilih eko ng saja,NEGATIF
1804067937617354980,Fri Jun 21 08:24:48 +0000 2024,1287642738683342848,1804067937617354980,kai access error hari ini 21 juni 2024 sampai kapan kenapa tidak bisa pesan tiket ini kata railmin kaiaccess kaiaccesserror ptkai kai121,NEGATIF
1804007960160669993,Fri Jun 21 04:26:29 +0000 2024,1644205760879169537,1804007960160669993,admin kai kok pembatalan tiketku di kaiaccess lama bangeet diprosess yaaa apa harus ke loket stasiunnya langsung butuh bangeet buat beli tiket baruu,NETRAL
1803726060313588025,Thu Jun 20 09:46:19 +0000 2024,159773397,1803726060313588025,minnn tiket perjalanan kereta saya kenapa tidak muncul ya di kaiaccess,NETRAL
1803206653795537275,Tue Jun 18 23:22:22 +0000 2024,1731918078425157632,1803193087478604187,aku pernahnya di kaiaccess tapi itu h 3 jam keberangkatan ada diskonnya,NEGATIF
1802900197477068901,Tue Jun 18 03:04:38 +0000 2024,1339067955359801345,1802889036631326808,kan bisa pesen via kaiaccess,NETRAL
1802218663145312635,Sun Jun 16 05:56:27 +0000 2024,944857613413498881,1802216692485095693,cara mendaftar mudah bisa langsung menemui petugas di stasiun dan mengaktifkan face recoginition ini melalui aplikasi kaiaccess,POSITIF
1801760570657620391,Fri Jun 14 23:36:09 +0000 2024,1900430611,1801760570657620391,kaiaccess msh down kah yuuuukkk cepetan bnyk yg mau kerja mau mudik mau scan barcode udah di gate,NETRAL
1801757720472916062,Fri Jun 14 23:24:50 +0000 2024,553437452,1801757720472916062,halo kai ini saya mau pesen tiket untuk hari ini dari bandung ke bekasi kok gabisa terus ya pdhl saya udh coba pake 3 apps traveloka tiketcom sama kaiaccess semuanya sama eror terus ini knp ya,NEGATIF
1801617737724416192,Fri Jun 14 14:08:35 +0000 2024,1780730857982160896,1801585879645045169,pesen railfood lewat kaiaccess harumkan gerbong pake popmie panas habis popmie bangunin semua yg tidur pake japota,NETRAL
1799466536832541093,Sat Jun 08 15:40:29 +0000 2024,749277882,1799466536832541093,anjir cashback kaiaccess baru ada pas gue udah beli tiket,NETRAL
1799255011689676859,Sat Jun 08 01:39:57 +0000 2024,785764405883482112,1799040569978835105,batara kresna ini tiketnya bisa beli via kaiaccess,NETRAL
1799118466659885551,Fri Jun 07 16:37:23 +0000 2024,56321195,1799118466659885551,mending duitnya buat benerin kaiaccess,NETRAL
1798726173041795525,Thu Jun 06 14:38:33 +0000 2024,1206522818118029313,1798726173041795525,ini kenapa ya top up ke kaiaccess niat buat bayar kereta jadi gabisa karena saldo malah berkurang 4rb kan aneh padahal top up nya udah bener nominalnya trus isi saldo lg 10rb ga masuk2 ini gimana solusinya malah mempersulit penumpang tolong dong tggung jwbnya,NEGATIF
1797848719460794445,Tue Jun 04 04:31:51 +0000 2024,1772499253199597568,1797779551478747408,kemaren liat di kaiaccess jadwal ka arjuno express buat tgl 11 masih ada kok skrg gada min,NETRAL
1792764561537564826,Tue May 21 03:49:14 +0000 2024,1386726350984159232,1792739831103271250,pake prameks bisa nder tiketnya pake gotransit dari gojek aja atau pakai kereta bandara beli di kaiaccess dari stasiun tugu bisa ke halte tj sosrowijayan naik bus 1b udah turun di rektorat plaza atau bisa gojek grab juga sih,NETRAL
1791880417987158407,Sat May 18 17:15:57 +0000 2024,1416319603580362752,1791878203604455746,kebiasaan kaiaccess kalo beli lokal rebutan akhirnya pas muncul tiba tiba sold,NETRAL
1791575699402420521,Fri May 17 21:05:07 +0000 2024,115894864,1791421603588546953,kenapa akun kaiaccess tiba2 log out dan terkunci,NETRAL
1790654294070628456,Wed May 15 08:03:47 +0000 2024,107412668,1790653630544245058,cc atau bisa cek dan beli tiketnya di app kaiaccess aja lebih gampang kak,NETRAL
1790231270548820445,Tue May 14 04:02:50 +0000 2024,1696508257693741056,1790231270548820445,aplikasi kaiaccess lagi error ya kok jadwalnya gak muncul jadi gak bisa beli tiket online,NEGATIF
1789944067490509242,Mon May 13 09:01:35 +0000 2024,1655206864509112321,1789941916844339385,2 pas pembayaran berhasil tampilannya masih dalam status menunggu pembayaran itupun saya coba refresh berulang kali takutnya jaringan saya lemot tapi memang kendalanya di aplikasi kaiaccess nya karna buka sosmed lainpun lancar,POSITIF
1789890943560126907,Mon May 13 05:30:30 +0000 2024,77761821,1789890943560126907,min app kaiaccess gangguan kah saya cek kereta dari hari ini sampai seminggu tidak muncul tertulis tidak tersedia mohon bantuannya,NEGATIF
1789529460720673225,Sun May 12 05:34:05 +0000 2024,775178204,1789444417126097029,hallo min jika dalam 1 kode booking ada 3 nama dan saya ingin membatalkan hanya untuk 1 nama saja apakah bisa pembatalan dengan aplikasi kaiaccess,NETRAL
1789422550671315017,Sat May 11 22:29:16 +0000 2024,364710768,1789422550671315017,min kenapa pas mau ngirim otp buat aplikasi kaiaccess bikin member gabisa mulu ya udah beberapa kali,NEGATIF
1788204495052358088,Wed May 08 13:49:09 +0000 2024,70305684,1788100148754837886,ngikutin kaiaccess kemarin,NETRAL
1788089190582030612,Wed May 08 06:10:58 +0000 2024,2882676835,1788089190582030612,ada roadmap utk improve kai pay di kaiaccess ga ya nunggu 15 menit chance ini di implement kyk cron job agak degdegan sih nunggunya dan error spring nya nih ada baiknya ngga dilempar mentah mentah ke user log error nya balikin ke user general aja error message nya,NEGATIF
1787984001522885072,Tue May 07 23:12:59 +0000 2024,1183031637056995330,1787983987006443802,min kenapa rute ini tidak tersedia padahal di kaiaccess ada kok,NEGATIF
1787830777390227596,Tue May 07 13:04:08 +0000 2024,77430738,1787830777390227596,halo kolom centang reduksi di kaiaccess skrg sebelah mana kok ga ada sampe checkout pun sy mau pesan utk lansia,NETRAL
1786262350863245475,Fri May 03 05:11:46 +0000 2024,1141565676,1786262350863245475,hi semalam saya order tiket di apps kaiaccess pembayaran via kaipay pembayaran berhasil tapi waktu pelunasan udah habis time out jadinya pemesanan tiket gagal tapi uang tidak kerefund di saldo kaipay tolong cek dm yaa,POSITIF
1785939418047729976,Thu May 02 07:48:33 +0000 2024,1248357580302237699,1785897078868394071,kak kenapa gabisa tambahkan tiket yg dibeli di klikidm ke kaiaccess ya terus gimana cara batalin reschedule kalo dari klikidm,NEGATIF
1785869123303723287,Thu May 02 03:09:13 +0000 2024,1150248366095233024,1785867830237532410,pake kaiaccess kaak bisa pilih itu tinggal diklik aja jangan langsung diterusin ke pembayaran,NETRAL
1785312662005690868,Tue Apr 30 14:18:02 +0000 2024,1691423751257370624,1785312662005690868,min ini proses pembatalan via kaiaccess kok dana belum ditransfer balik ke kaipay dari desember,NEGATIF
1784962667675009240,Mon Apr 29 15:07:17 +0000 2024,1253650667249340417,1784962667675009240,wts tiket kereta api dhoho penataran hari rabu 1 mei tulungagung malang dan jumat 3 mei malang tulungagung minat dm zonauang kaiaccess kai wts tiketkereta dhohopenataran tulungagung malang,NETRAL
1782725575712596333,Tue Apr 23 10:57:53 +0000 2024,1247917252050968577,1782725575712596333,baru 2 hari uts udah buka kaiaccess aja heheehe,NETRAL
1782622355975758167,Tue Apr 23 04:07:43 +0000 2024,1251581378879090688,1782622355975758167,gimana nih apa gak pengen update kaiaccess kok lemot bener nih app,NETRAL
1782593566495420498,Tue Apr 23 02:13:19 +0000 2024,1251759675583815686,1782273668242120938,karena keadaan beberapa tahun terakhir jadi menggunakan jasa ka pas mudik balik soal ketepatan waktu saat high season kayaknya ga bagus2 amat aplikasi kaiaccess juga bapuk baik saat pemesanan yg lemot maupun saat akan boarding yg suka force close maniaknya galak,POSITIF
1780295267243393245,Tue Apr 16 18:00:42 +0000 2024,1177227083749052417,1780295267243393245,kamu hebat tidak hanya karena pencapaian mu tetapi karena sampai hari ini kamu bersedia menerima apa yang telah tuhan pilihkan dengan doa yang selalu menguatkan ada harap yang ingin diwujudkan berkembang menjadi indah dan nyata kai selamat malam kaiaccess sahabat rf,POSITIF
1778998200449507458,Sat Apr 13 04:06:37 +0000 2024,1676567940261629953,1778998200449507458,min aku lihat lewat kaiaccess jadwal kereta dari purwokerto jakarta semua stasiun dah pada habis misal aku ke loket stasiun buat beli tiket jurusan itu ada kemungkinan masih ada ga ya tiket nya,NEGATIF
1777555713457627292,Tue Apr 09 04:34:42 +0000 2024,1729388435012751360,1777555713457627292,wtb kereta blitar malang dong masa gw check kai jam 1 59 yg buat tgl 16 uda abissssss gileee yaaa knp dah zonauang kaiaccess tiketkeretaapi kai kereta,NETRAL
1777552136777425008,Tue Apr 09 04:20:29 +0000 2024,1134851335054958592,1777552136777425008,halo kak mau tanya misal kita sudah pengajuan pembatalan tiket lewat aplikasi kaiaccess jd nggak perlu ke stasiun lagi kan ya terimakasih,NETRAL
1777485159362969976,Mon Apr 08 23:54:20 +0000 2024,781692220403351552,1777485159362969976,padahal tiket masih available tp pas checkout no seat mulu jink kesel bnr,NETRAL
1776867891670921560,Sun Apr 07 07:01:32 +0000 2024,1334467701725491201,1776867891670921560,kaiaccess knp dikit error deh,NEGATIF
1776735367674437685,Sat Apr 06 22:14:56 +0000 2024,108931980,1776735367674437685,sebulan ini tidak merasakan warisan staatspoorwegen en tramwegen kaiaccess keburu uninstal,NETRAL
1776150379975299438,Fri Apr 05 07:30:24 +0000 2024,1056993066,1776148610503283152,sultaaaan tinggal kereta ini yg blm sold emang sih dr kemaren ngecekin kaiaccess,NETRAL
1776130641148707067,Fri Apr 05 06:11:58 +0000 2024,1295309363792363523,1776130641148707067,kaiaccess sring lemot skrng bikin ketar ketir cari goshow,NETRAL
1775289638527422830,Tue Apr 02 22:30:07 +0000 2024,1504123856994574337,1775289638527422830,ada selimut engga si di kereta ekonomi premium nyari di kaiaccess gaada,POSITIF
1774864039493165472,Mon Apr 01 18:18:57 +0000 2024,192231157,1774864039493165472,min klo mau pesen tiket infant di stasiun harus bawa ktp atau cukup dengan menunjukan bukti pemesanan tiket dewasa yg sudah dipesan lewat aplikasi kaiaccess aja,NETRAL
1774425978946937330,Sun Mar 31 13:18:15 +0000 2024,1150248366095233024,1774392817357570137,maksud transfer tiket misal kamu beli 2 tiket atas nama km dan mamamu lewat aplikasi punyamu otomatis kalian punya kode booking yg sama nah tiket td bisa ditransfer ke akun kaiaccess punya mamamu udah gitu tok ga bisa ditransfer ke orang random yg beli tiketmu,NEGATIF
1773687085557334113,Fri Mar 29 12:22:09 +0000 2024,940724766,1773687085557334113,untuk pembatalan tiket yang pemesannya tidak termasuk dalam 1 kode booking itu prosedurnya gimana ya soalnya tidak bisa dibatalkan lewat aplikasi kaiaccess dan berkas apa saja yg dibutuhkan untuk pembatalan di loket terima kasih,NEGATIF
1772213341483937799,Mon Mar 25 10:46:01 +0000 2024,1746519225160941568,1772101016999367146,min kalau reschedule tiket di kaiaccess bukan atas nama sendiri bisa ngga ya min atau harus langsung ke stasiun,NETRAL
1771927473598636387,Sun Mar 24 15:50:05 +0000 2024,178230025,1771927473598636387,keren juga kaiaccess ada live tracking nya jadi gak perlu cek gmaps,NETRAL
1770811122620281180,Thu Mar 21 13:54:06 +0000 2024,1482491322808541188,1770774697585553689,tetep ga bisa sayank tiket yg ditransfer ini data dirinya ttp si pembeli tikett gbs diganti jadi org lain aku pernah pake fitur ini buat pindahin tiketnya aja dr pas beli di klikidm trs dipindah ke kaiaccess biar enak pas mau boarding,NEGATIF
