id_str,created_at,user_id_str,conversation_id_str,full_text,label
1853975022450459117,Wed Nov 06 01:37:45 +0000 2024,1692140561170636801,1853972794348068904,@loveiszue @KAI121 Pake aplikasi kaiaccess aja yaan gaperlu pake ktp juga cuma scan qr,NETRAL
1853386697117176096,Mon Nov 04 10:39:57 +0000 2024,619021304,1853360824523559008,@tegalfess Download kaiaccess aja. Nanti masukin kode booking. H-2 jam klik cetak e-boarding . Pas depan petugas tunjukin qrcodenya aja. Gaperlu cetak manual biar dapet tiket kertas. Lebih simple,NETRAL
1853273841180782946,Mon Nov 04 03:11:30 +0000 2024,198000772,1853273841180782946,ekinet sama smartEx buatku yang buta kanji aja bisa kilat beli di KAIAccess susah banget pembayaran gabisa bisa aplikasi lemot sangat memancing emosi ,NEGATIF
1852354569248092252,Fri Nov 01 14:18:39 +0000 2024,36550982,1852354569248092252,Beli tiket @KAI121 pakai aplikasi kaiaccess itu proses refundnya ternyata ribet sedunia kalau beli tiketnya atas nama orang lain... Terus... Jangan pernah beli tiket @KeretaCepatID via KAI access. Kalau mau refund ngga bisa via apps. Aplikasinya sendiri ada bug.,NEGATIF
1850594053513248949,Sun Oct 27 17:42:59 +0000 2024,861786195256160258,1850594053513248949,tinggal mau bayarnya aja time out muluu #kaiaccess https://t.co/X3u372vMKR,NETRAL
1850593334919938290,Sun Oct 27 17:40:08 +0000 2024,1962824269,1850593334919938290,ajggg emg kaiaccess tuh tolol bgt ajgg apk tai 00.40 msh blm bisa beli tiket tai pdhl pgn tdr cpt bgst,NETRAL
1850228140033089566,Sat Oct 26 17:28:58 +0000 2024,1115175032366325761,1850228140033089566,war tiket kereta Penataran-Dhoho #kaiaccess jam terakhir menuju ke Surabaya itu wes kaya war tiket komser SO7 alias timeout terus,NETRAL
1847804961968808276,Sun Oct 20 01:00:08 +0000 2024,1794318616487493632,1847804961968808276,hari masih pagi tapi harus mengatakan kaiaccess KONTOLLLLL,NETRAL
1847283341210624478,Fri Oct 18 14:27:24 +0000 2024,3058826372,1847283341210624478,Emang busuk layanan ginian... Sering pake FR dan hari ini masuk pasar senen dianya nyala tapi ngga berguna Sama kaya minggu lalu di Lempuyangan sampe antre panjang Uda gitu pake e-boarding di hape masih diminta KTP.. trus gunane aku install KAIAccess bwat opooo?? @KAI121 https://t.co/vIpv2hE9fz,NETRAL
1846978723909980181,Thu Oct 17 18:16:57 +0000 2024,380840568,1846978723909980181,Min @CommuterLine .. usulan saya kapan hari malah tambah parah nih server KAIAccess.. pesan lgsg TRK-NT gak bisa estafet baru bisa itupun nunggu sejam. Ini mslhnya apa IT SYSTEM? SERVER? Biaya MTCnya? Ato ORG IT nya? Jgn jawaban klasik lagi ya ‍↕️ https://t.co/Ke0fde2TAi,NEGATIF
1846489571065999774,Wed Oct 16 09:53:14 +0000 2024,1257696665462398977,1846487535511306599,@sbyfess kl di app kaiaccess udh abis ya gaisa,NETRAL
1846150650406854696,Tue Oct 15 11:26:29 +0000 2024,727648291,1846150650406854696,Alhamdulillaah udh sukses bisa beli tiket jg.. dari tadi stuck di bagian pembayaran. Bolak-balik menunya cuma ewallet dan udh terhubung tetapi stuck sama sekalo gak bisa bayar. Thank you perbaikan layanannya. Sukses selalu #kaiaccess @KAI121,POSITIF
1846125295621099924,Tue Oct 15 09:45:44 +0000 2024,1605227811102302210,1846125295621099924,@KAI121 haloo min apakah aplikasi KAIAccess sedang maintenance? saya drtd mau melakukan pembayaran tidak bisa https://t.co/F40jVoWX5k,NEGATIF
1845153834295070779,Sat Oct 12 17:25:30 +0000 2024,1792922867086028800,1845153834295070779,KAI ACCESS INI GIMANA SIH??!! udah cepet war tikettt udah klik kursinya juga tinggal bayar. tapi pas klik kode qris nya malah ga keluar tulisannya timeout dan itu berkali kali. JADI KEABISAN TIKET!!! @KAI121 @CommuterLine #kaiaccess #kai,NETRAL
1842348429336539277,Fri Oct 04 23:37:49 +0000 2024,870560932136599552,1842348429336539277,@KAI121 kaiaccess kenapa gini terus ya waktu mau reset pin https://t.co/Zw3InogyDW,NETRAL
1841160313162387606,Tue Oct 01 16:56:40 +0000 2024,42558739,1841160313162387606,@KAI121 min mau tanya kalo data orang tua saya sudah tercatatat di #KAIAccess apakah bisa dapet potongan lansia? Kebetulan ortu saya sudah lansia. Atau harus didaftarkan manual??,NETRAL
1841082472961863811,Tue Oct 01 11:47:21 +0000 2024,1137403103525818369,1841082472961863811,inii pramu prami manaa dah gak lewat2 gue laper bgttt mau pesen lewat kaiaccess pasti lama,NETRAL
1838851706114969839,Wed Sep 25 08:03:05 +0000 2024,2248542294,1838851706114969839,Pengen ubah tgl perjalanan dr kaiaccess cm muter knp ya min @KAI121 https://t.co/IpuYvookjn,NETRAL
1804089262142279770,Fri Jun 21 09:49:33 +0000 2024,1363671825452916747,1804089262142279770,KAI Access Error Hari Ini Juni 2024 TIDAK BISA Dibuka sampai Kapan? Ini Penjelasan Pihak KAI (MF) #KAIAccess #Error #Jadwal #Tiket #KAI https://t.co/OIwL2UDZTJ,NEGATIF
1804070942479651199,Fri Jun 21 08:36:45 +0000 2024,710394355115286528,1803680716502262152,@mercybalap @KAI121 @argothrottle Tau ada kereta api ini wkt lebaran Idul Adha kmrn. Saat nyampe di SLO ada pengumuman kereta Banyubiru ini sudah bersiap di jalur 4. Lgsg cek di KAIAccess. Harga tiketny 40 eko dan 80 ekse. Dgn perjalanan selama 2jam mgkn aku akan pilih eko NG saja.,NEGATIF
1804067937617354980,Fri Jun 21 08:24:48 +0000 2024,1287642738683342848,1804067937617354980,KAI Access Error Hari Ini 21 Juni 2024 Sampai Kapan Kenapa Tidak Bisa Pesan Tiket? Ini Kata Railmin #KAIAccess #kaiaccesserror #ptkai #kai121 https://t.co/X9laeepoVA,NEGATIF
1804007960160669993,Fri Jun 21 04:26:29 +0000 2024,1644205760879169537,1804007960160669993,@KAI121 admin KAI kok pembatalan tiketku di KaiAccess lama bangeet diprosess yaaa? Apa harus ke loket stasiunnya langsung..? Butuh bangeet buat beli tiket baruu,NETRAL
1803726060313588025,Thu Jun 20 09:46:19 +0000 2024,159773397,1803726060313588025,Minnn tiket perjalanan @KAI121 kereta saya kenapa tidak muncul ya di kaiaccess?,NETRAL
1803206653795537275,Tue Jun 18 23:22:22 +0000 2024,1731918078425157632,1803193087478604187,@kyuurash Aku pernahnya di kaiaccess tapi itu h-3 jam keberangkatan ada diskonnya,NEGATIF
1802900197477068901,Tue Jun 18 03:04:38 +0000 2024,1339067955359801345,1802889036631326808,@Puntenslurzz Kan bisa pesen via kaiaccess,NETRAL
1802218663145312635,Sun Jun 16 05:56:27 +0000 2024,944857613413498881,1802216692485095693,Cara mendaftar mudah bisa langsung menemui petugas di stasiun @kai121_ dan mengaktifkan face recoginition ini melalui aplikasi KaiAccess.,POSITIF
1801760570657620391,Fri Jun 14 23:36:09 +0000 2024,1900430611,1801760570657620391,#KAIAccess @KAI121 msh down kah?? yuuuukkk cepetan.. bnyk yg mau kerja mau mudik mau scan barcode udah di gate...,NETRAL
1801757720472916062,Fri Jun 14 23:24:50 +0000 2024,553437452,1801757720472916062,@KAI121 halo KAI ini saya mau pesen tiket untuk hari ini dari bandung ke bekasi kok gabisa terus ya?? Pdhl saya udh coba pake 3 apps traveloka tiketcom sama kaiaccess. Semuanya sama eror terus. Ini knp ya???,NEGATIF
1801617737724416192,Fri Jun 14 14:08:35 +0000 2024,1780730857982160896,1801585879645045169,@nauakb_ Pesen RailFood lewat KAIaccess. Harumkan gerbong pake popmie panas. Habis popmie bangunin semua yg tidur pake japota,NETRAL
1799466536832541093,Sat Jun 08 15:40:29 +0000 2024,749277882,1799466536832541093,Anjir cashback kaiaccess baru ada pas gue udah beli tiket,NETRAL
1799255011689676859,Sat Jun 08 01:39:57 +0000 2024,785764405883482112,1799040569978835105,@TerminalBisBYL @antibacterii Batara Kresna ini tiketnya bisa beli via KAIaccess ..?,NETRAL
1799118466659885551,Fri Jun 07 16:37:23 +0000 2024,56321195,1799118466659885551,Mending duitnya buat benerin KAIAccess,NETRAL
1798726173041795525,Thu Jun 06 14:38:33 +0000 2024,1206522818118029313,1798726173041795525,ini kenapa ya top up ke kaiaccess niat buat bayar kereta jadi gabisa karena saldo malah berkurang 4rb kan aneh padahal top up nya udah bener nominalnya @KAI121 trus isi saldo lg 10rb ga masuk2 ini gimana solusinya malah mempersulit penumpang??!!!! tolong dong tggung jwbnya,NEGATIF
1797848719460794445,Tue Jun 04 04:31:51 +0000 2024,1772499253199597568,1797779551478747408,@KAI121 kemaren liat di kaiaccess jadwal ka arjuno express buat tgl 11 masih ada kok skrg gada min?? @KAI121,NETRAL
1792764561537564826,Tue May 21 03:49:14 +0000 2024,1386726350984159232,1792739831103271250,@UNY_Base pake prameks bisa nder tiketnya pake gotransit dari gojek aja. atau pakai kereta bandara beli di kaiaccess. dari stasiun tugu bisa ke halte tj sosrowijayan naik bus 1B udah turun di rektorat/plaza. atau bisa gojek/grab juga sih,NETRAL
1791880417987158407,Sat May 18 17:15:57 +0000 2024,1416319603580362752,1791878203604455746,@candrapinandita @KAI121 Kebiasaan kaiaccess kalo beli lokal rebutan akhirnya pas muncul tiba-tiba sold. ,NETRAL
1791575699402420521,Fri May 17 21:05:07 +0000 2024,115894864,1791421603588546953,@KAI121 Kenapa akun kaiaccess tiba2 log out dan terkunci,NETRAL
1790654294070628456,Wed May 15 08:03:47 +0000 2024,107412668,1790653630544245058,@DoomHasyimari cc @traveloka atau bisa cek dan beli tiketnya di app KAIAccess aja lebih gampang kak,NETRAL
1790231270548820445,Tue May 14 04:02:50 +0000 2024,1696508257693741056,1790231270548820445,Aplikasi #KAIAccess lagi Error ya? Kok jadwalnya gak muncul jadi gak bisa beli tiket Online. @KAI121 @CommuterLine,NEGATIF
1789944067490509242,Mon May 13 09:01:35 +0000 2024,1655206864509112321,1789941916844339385,(2) pas pembayaran berhasil tampilannya masih dalam status menunggu pembayaran itupun saya coba refresh berulang kali takutnya jaringan saya lemot. tapi memang kendalanya di aplikasi #kaiaccess nya karna buka sosmed lainpun lancar. https://t.co/b4uThyqYQN,POSITIF
1789890943560126907,Mon May 13 05:30:30 +0000 2024,77761821,1789890943560126907,@KAI121 min app kaiaccess gangguan kah? Saya cek kereta dari hari ini sampai seminggu tidak muncul.. tertulis tidak tersedia.. mohon bantuannya,NEGATIF
1789529460720673225,Sun May 12 05:34:05 +0000 2024,775178204,1789444417126097029,@KAI121 Hallo min jika dalam 1 kode booking ada 3 nama dan saya ingin membatalkan hanya untuk 1 nama saja apakah bisa pembatalan dengan aplikasi KAIACCESS??,NETRAL
1789422550671315017,Sat May 11 22:29:16 +0000 2024,364710768,1789422550671315017,@KAI121 min kenapa pas mau ngirim otp buat aplikasi kaiaccess bikin member gabisa mulu ya udah beberapa kali,NEGATIF
1788204495052358088,Wed May 08 13:49:09 +0000 2024,70305684,1788100148754837886,@mgilangjanuar Ngikutin kaiaccess kemarin,NETRAL
1788089190582030612,Wed May 08 06:10:58 +0000 2024,2882676835,1788089190582030612,@KAI121 ada roadmap utk improve kai pay di kaiAccess ga ya? Nunggu 15 menit chance ini di implement kyk cron job Agak degdegan sih nunggunya Dan error spring nya nih ada baiknya ngga dilempar mentah-mentah ke user. Log error nya. Balikin ke user general aja error message nya https://t.co/qC2bANChwn,NEGATIF
1787984001522885072,Tue May 07 23:12:59 +0000 2024,1183031637056995330,1787983987006443802,Min kenapa rute ini tidak tersedia? Padahal di kaiaccess ada kok. https://t.co/dMNWka0J9g,NEGATIF
1787830777390227596,Tue May 07 13:04:08 +0000 2024,77430738,1787830777390227596,@KAI121 halo.. Kolom centang Reduksi di kaiaccess skrg sebelah mana??? Kok ga ada sampe checkout pun.. Sy mau pesan utk lansia,NETRAL
1786262350863245475,Fri May 03 05:11:46 +0000 2024,1141565676,1786262350863245475,Hi @KAI121 Semalam saya order tiket di apps Kaiaccess pembayaran via KAIPAY. Pembayaran berhasil tapi waktu pelunasan udah habis time out . Jadinya pemesanan tiket gagal tapi uang tidak kerefund di saldo kaipay. Tolong cek dm yaa,POSITIF
1785939418047729976,Thu May 02 07:48:33 +0000 2024,1248357580302237699,1785897078868394071,@KAI121 kak kenapa gabisa tambahkan tiket yg dibeli di klikidm ke kaiaccess ya terus gimana cara batalin/reschedule kalo dari klikidm,NEGATIF
1785869123303723287,Thu May 02 03:09:13 +0000 2024,1150248366095233024,1785867830237532410,@taromilkbubble @sbyfess pake kaiaccess kaak. bisa pilih itu tinggal diklik aja jangan langsung diterusin ke pembayaran,NETRAL
1785312662005690868,Tue Apr 30 14:18:02 +0000 2024,1691423751257370624,1785312662005690868,@KAI121 min ini proses pembatalan via KAIAccess kok dana belum ditransfer balik ke KAIPay dari Desember?,NEGATIF
1784962667675009240,Mon Apr 29 15:07:17 +0000 2024,1253650667249340417,1784962667675009240,WTS tiket kereta api dhoho penataran hari Rabu 1 Mei (Tulungagung-Malang) dan Jumat 3 Mei (Malang-Tulungagung). Minat dm! #zonauang #kaiaccess #KAI #wts #tiketkereta #dhohopenataran #Tulungagung #Malang https://t.co/wZpmz85NO6,NETRAL
1782725575712596333,Tue Apr 23 10:57:53 +0000 2024,1247917252050968577,1782725575712596333,baru 2 hari uts udah buka KAIaccess aja heheehe,NETRAL
1782622355975758167,Tue Apr 23 04:07:43 +0000 2024,1251581378879090688,1782622355975758167,@KAI121 gimana nih apa gak pengen update KAIaccess ?? Kok lemot bener nih app,NETRAL
1782593566495420498,Tue Apr 23 02:13:19 +0000 2024,1251759675583815686,1782273668242120938,@fajarnugros Karena keadaan beberapa tahun terakhir jadi menggunakan jasa KA pas mudik/balik. Soal ketepatan waktu saat high season kayaknya ga bagus2 amat. Aplikasi kaiaccess juga bapuk baik saat pemesanan yg lemot maupun saat akan boarding yg suka force close. Maniaknya galak.,POSITIF
1780295267243393245,Tue Apr 16 18:00:42 +0000 2024,1177227083749052417,1780295267243393245,kamu hebat. tidak hanya karena pencapaian mu tetapi karena sampai hari ini kamu bersedia menerima apa yang telah Tuhan pilihkan. dengan doa yang selalu menguatkan ada harap yang ingin diwujudkan berkembang menjadi indah dan nyata. #KAI Selamat malam #kaiaccess Sahabat RF https://t.co/7dYDIGGH3e,POSITIF
1778998200449507458,Sat Apr 13 04:06:37 +0000 2024,1676567940261629953,1778998200449507458,@KAI121 min aku lihat lewat KAIAccess jadwal kereta dari Purwokerto - Jakarta (semua stasiun) dah pada habis. Misal aku ke loket stasiun buat beli tiket jurusan itu ada kemungkinan masih ada ga ya tiket nya?,NEGATIF
