id_str,created_at,full_text,text_stemmed,label
1606061695025270803,Thu Dec 22 22:58:41 +0000 2022,@KAI121 min saya cek KAIaccess kereta baturraden ekspress kok tidak bisa dipesan di tgl 2 januari ya? Padahal pengumumannya tersedia dari 22 desember 2022 - 8 januari 2023,cek baturraden ekspress kok pes tgl 2 januari padahal umum sedia 22 desember 2022 8 januari 2023,NEGATIF
1605438833230651397,Wed Dec 21 05:43:40 +0000 2022,kode ini suka gk pasti si yg jelas kalo pesen di Kaiaccess pas mau pesen itu ada keterangan EKO-1 (ekonomi biasa gerbong 1) atau PRE-1 (ekonomi premium gerbong 1) biar next gk salah kereta. tapi memang menyayangkan dengan fasilitas yg jelas ekonomi biasa ini dihargai 400k:'),kode suka gk si yg jelas kalo sen pas mau sen terang eko 1 ekonomi biasa gerbong 1 pre 1 ekonomi premium gerbong 1 biar next gk salah memang sayang fasilitas yg jelas ekonomi biasa harga 400k,NEGATIF
1604693656971411456,Mon Dec 19 04:22:36 +0000 2022,@MenfessUnej Sering2 cek nder pake app KAIaccess.. biasane ada yg batalin malem nanti atau besok.. saranku nek ketemu 1 lgsung gercep pesen ga usah milih2 kursi langsung neng pembayaran pokok,sering2 cek nder pake app biasane yg batalin malem besok saran nek ketemu 1 lgsung gercep sen ga usah milih2 kursi langsung neng bayar pokok,NETRAL
1604342468983410688,Sun Dec 18 05:07:06 +0000 2022,@jogmfs Cek kaiaccess nder kemaren liat dari jkt ke jogja sisa yang 400an,cek nder kemaren liat jkt jogja sisa 400an,NETRAL
1602219522882424832,Mon Dec 12 08:31:16 +0000 2022,@KAI121 Halo ini aplikasi kaiaccess sedang tidak bisa digunakan ya?,halo aplikasi sedang guna,NEGATIF
1602215284190113792,Mon Dec 12 08:14:26 +0000 2022,Pesennya sih masih jam 11.45 dan nggk sadar kalo ada promo KAI Pas mau bayar sampe waktunya habis pun di jam 12.51 masih gabisa bayar Padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa @KAI121 @keretaapikita #KAIAccess #KAIAccessDown,sen sih jam 11 45 nggk sadar kalo promo pas mau bayar sampe waktu habis jam 12 51 gabisa bayar padahal nggk ikut war tiket cuma mau bayar doang lewat mbanking gabisa kaiaccessdown,NEGATIF
1602195542385520640,Mon Dec 12 06:55:59 +0000 2022,Tolong dong ini gimana.bokap lagi ada tugas dadakan n gabisa balik gimana ini #KAIAccess @KAI121 https://t.co/HYwUDf7NcZ,dong gimana bokap tugas dada n gabisa balik gimana,NEGATIF
1602189186114560001,Mon Dec 12 06:30:43 +0000 2022,Gak ada Niatan perbaikin Aplikasi KKAI ACCESS Min? @KAI121 #KAIAccess,gak niat perbaikin aplikasi kkai,POSITIF
1602181132908261377,Mon Dec 12 05:58:43 +0000 2022,BM pingin ke-keretaan tapi apa daya kalau pergi nya sendirian gak bs menikmati nikmatnya popmie berdua aishhh. #KAIAccess https://t.co/D9lZ6Q6Ba9,bm pingin kereta apa daya kalau pergi nya sendiri gak bs nikmat nikmat popmie dua aishhh,POSITIF
1601998542482309121,Sun Dec 11 17:53:10 +0000 2022,Minnn ini aku udah kepotong tp kenapa msh belom bisaaaaa sih trs di app belom ditulis udh bs bayar jg @KAIAccess https://t.co/mu3kIqnzW5,minnn aku udah potong tp msh bom bisaaaaa sih trs app bom tulis udh bs bayar jg,NEGATIF
1601992931254337536,Sun Dec 11 17:30:53 +0000 2022,Mohon diperbaiki dong sistem software aplikasi #KAIAccess masuk aplikasi langsung down internetnya. Mohon tanggapannya. Gimana mau ikut flashsale:) @KAI121 @KemenBUMN,baik dong sistem software aplikasi masuk aplikasi langsung down internetnya tanggap gimana mau ikut flashsale,POSITIF
1601987336925229058,Sun Dec 11 17:08:39 +0000 2022,Ngewar tiket gini mulu masih dapet gk ya #KAIAccess https://t.co/Ge2hDej4ZA,ngewar tiket gin mulu dapet gk,NEGATIF
1598846946726547458,Sat Dec 03 01:09:51 +0000 2022,@AryaSinulingga Aku yg baru 2x main ke bandung naik kereta terheran2 dengan 'Parahyangan Bisnis'. Ada 3 kemungkinan: 1. Belum pernah naik kereta 2. Dan kl naik kereta aja ga pnh pastiny ga puny aplikasi KAIAccess 3. Malas baca pinginnya cepat mangap,aku yg baru 2x main bandung naik terheran2 parahyangan bisnis 3 mungkin 1 pernah naik 2 kl naik aja ga pnh pastiny ga puny aplikasi 3 malas baca pinginnya cepat mangap,NEGATIF
1872846054749815224,Sat Dec 28 03:24:29 +0000 2024,cek kaiaccess dulu,cek dulu,NETRAL
1871622068237930508,Tue Dec 24 18:20:48 +0000 2024,@KAI121 Selamat Pagi min untuk pembelian tiket KA Dhoho via KAIaccess apakah ada gangguan? Terima kasih,selamat pagi beli tiket ka dhoho via ganggu,POSITIF
1870805854179746091,Sun Dec 22 12:17:28 +0000 2024,Tadi siang iseng ngecek menu lewat kaiaccess pas di KA Sancaka hahahahhaha nda jadi pesen ,tadi siang iseng ngecek menu lewat pas ka sancaka hahahahhaha nda jadi sen,NETRAL
1870387561027543483,Sat Dec 21 08:35:19 +0000 2024,Grogi taaah sampe lupa password kaiaccess deuh,grogi taaah sampe lupa password deuh,NETRAL
1870317921836450049,Sat Dec 21 03:58:36 +0000 2024,Wtb 2 tiket kai kereta lokal cikarang-karawang jam 13.20 plis bayar dua kali lipat gapapaa #zonauang #kereta #kaiaccess,wtb 2 tiket lokal cikarang karawang jam 13 20 plis bayar kali lipat gapapaa zonauang,NETRAL
1870317642973941871,Sat Dec 21 03:57:29 +0000 2024,Wts 2 tiket kereta kai lokal cikarang karawang walahar 11.30 21 Desember 2024 #kai #kaiaccess #kereta,wts 2 tiket lokal cikarang karawang walahar 11 30 21 desember 2024,NETRAL
1869973209833185607,Fri Dec 20 05:08:50 +0000 2024,Kayak tetep aja khawatir kayak aku td salah masuk gerbong ga ya? Atau kadang deg2an tiap org lalu lalang merhatiin kursi kita (padahal aslinya kita dah bener tp mereka ngira itu kursi mereka). Dan mungkin bisa menghindari dari perdebatan yang bbrp kali jg terjadi :D #KAIACCESS,kayak tetep aja khawatir kayak aku td salah masuk gerbong ga kadang deg2an tiap org lalu lalang merhatiin kursi padahal asli dah bener tp ngira kursi mungkin hindar debat bbrp kali jg jadi d,NEGATIF
1869154591155315155,Tue Dec 17 22:55:56 +0000 2024,@KAI121 Halo Min saya mengalami kendala saat login akun KAIaccess muncul keterangan akun sedang digunakan di perangkat lain sedangkan saya hanya login di 1 perangkat saja dan tidak pernah sama sekali login di perangkat lain.,halo alami kendala login akun muncul terang akun sedang guna perangkat login 1 perangkat pernah sama sekali login perangkat,NEGATIF
1867981302743568767,Sat Dec 14 17:13:42 +0000 2024,eh tai kaiaccess error2nya pas jam war gini ya allah gimana gw balik minggu depaaannnn,eh tai error2nya pas jam war gin allah gimana gw balik minggu depaaannnn,NEGATIF
1867800648579989590,Sat Dec 14 05:15:51 +0000 2024,@sourgrps OALAAH trs itu pesennya di kaiaccess jg kah?,oalaah trs sen jg,NETRAL
1867668474736390305,Fri Dec 13 20:30:38 +0000 2024,@refichu @isaacxqf @kallpweteir @broccoza @junnskyyy @CErine_JKT48 lewat aplikasi KAIaccess,lewat aplikasi,NETRAL
1867170022000586878,Thu Dec 12 11:29:58 +0000 2024,@ackerwati Coba DM twt kaiaccess langsung aja,coba dm twt langsung aja,NETRAL
1867086685609267621,Thu Dec 12 05:58:49 +0000 2024,Beli tiketnya berhasil. Tapi kaiaccess dan livin adalah kombo bau.. payment aku yg 99rb masih nyangkut belum balik. 3kali payment pertama udah refund kedua nyangkut tiga kalinya berhasil https://t.co/q7dOh9ldsl,beli tiket hasil livin kombo bau payment aku yg 99rb nyangkut balik 3kali payment pertama udah refund dua nyangkut tiga kali hasil,NEGATIF
1867044828686819624,Thu Dec 12 03:12:29 +0000 2024,Saya telah melakukan pelaporan melalui telepon tapi sampai sekarang sudah 2 minggu lebih uang saya tidak kembali2 setiap saya WA @KAI121 jawabnnya tetap sama sedang dalam proses .Mohon tuntaskan masalah ini. #kaiaccess #kai121,laku lapor lalu telepon sekarang 2 minggu lebih uang kembali2 wa jawabnnya tetap sama sedang proses tuntas masalah kai121,NEGATIF
1866461558022480278,Tue Dec 10 12:34:47 +0000 2024,ada yg butuh tiket KA sritanjung tujuan Lempuyangan besok (Rabu 11 Des 2024)? Sayang kalau kecancel/refund Siapatau ada yg butuh bisa lgsg PC ya trims #zonauang️ #zonaba #KAIaccess #tiketkereta #transfertiket https://t.co/eYA6Tdu6He,yg butuh tiket ka sritanjung tuju lempuyangan besok rabu 11 des 2024 sayang kalau kecancel refund siapatau yg butuh lgsg pc trims zonauang zonaba tiketkereta transfertiket,NETRAL
1864522130207199369,Thu Dec 05 04:08:11 +0000 2024,@CommuterLine 5 nov 24 sy beli tiket krl rute st karet-bekasi via apk kaiaccess tp setelah saldo kepotong tiket gak pernah nongol,5 nov 24 sy beli tiket rute st karet bekas via apk tp saldo potong tiket gak pernah nongol,NEGATIF
1859289924408836191,Wed Nov 20 17:37:16 +0000 2024,min akun KAIaccess sy menggunakan nik ibu kalau saya mau membatalkan perjalanan saya ga bisa ya? ga bisa batalkan melalui aplikasi kalau atas namanya bukan pemilik akun? apakah ada solusi lain? @KAI121,akun sy guna nik ibu kalau mau batal jalan ga ga batal lalu aplikasi kalau atas nama bukan milik akun solusi,NEGATIF
1858501062686359759,Mon Nov 18 13:22:37 +0000 2024,Udah lama ga compare harga tiket kereta jarak jauh lintas platform krn udh pelanggan setia via kaiaccess. Dengan harga normal si tiket paling mahal ye krn ada biaya jasa segala selain 7.5k klo apps laen cuma plus 7 5k kalo kai access ya g ada 7.5k nya hehe.,udah lama ga compare harga tiket jarak jauh lintas platform krn udh langgan setia via harga normal si tiket paling mahal ye krn biaya jasa segala 7 5k klo apps laen cuma plus 7 5k kalo g 7 5k nya hehe,NETRAL
1856726118071685295,Wed Nov 13 15:49:37 +0000 2024,gak ada diskon tiket kereta kah ini sering beli tp gapernah dpt voucher atau apa kek lewat kaiaccess,gak diskon tiket sering beli tp gapernah dpt voucher apa kek lewat,NETRAL
1854859068718170389,Fri Nov 08 12:10:38 +0000 2024,@KAI121 min tlg tanya tiap saya mau belk tiket di kaiaccess kok selalu dibilang belum upgrade ke member basic dan berulang kali sudah upgrade tp kok gitu terus ini salahnya di mana ya?,tlg tanya tiap mau belk tiket kok selalu bilang upgrade member basic ulang kali upgrade tp kok gitu terus salah mana,NEGATIF
1854529795549544942,Thu Nov 07 14:22:13 +0000 2024,yg butuh tiket kereta ke sby di hari minggu tgl 10 (atau dari sby ke malang untuk hari senin tgl 11) boleh reply yaa #zonauang #tiketkereta #kaiaccess #kai,yg butuh tiket sby hari minggu tgl 10 sby malang hari senin tgl 11 reply yaa zonauang tiketkereta,NETRAL
1854049783566184935,Wed Nov 06 06:34:49 +0000 2024,@KAI121 ada issue apa ya?? Daritadi sy pesan kereta di tiketdotcom dan kaiaccess muter2 terus.,issue apa daritadi sy pesan tiketdotcom muter2 terus,NEGATIF
1853975022450459117,Wed Nov 06 01:37:45 +0000 2024,@loveiszue @KAI121 Pake aplikasi kaiaccess aja yaan gaperlu pake ktp juga cuma scan qr,pake aplikasi aja yaan gaperlu pake ktp cuma scan qr,NETRAL
1853386697117176096,Mon Nov 04 10:39:57 +0000 2024,@tegalfess Download kaiaccess aja. Nanti masukin kode booking. H-2 jam klik cetak e-boarding . Pas depan petugas tunjukin qrcodenya aja. Gaperlu cetak manual biar dapet tiket kertas. Lebih simple,download aja masukin kode booking h 2 jam klik cetak e boarding pas depan tugas tunjukin qrcodenya aja gaperlu cetak manual biar dapet tiket kertas lebih simple,NETRAL
1853273841180782946,Mon Nov 04 03:11:30 +0000 2024,ekinet sama smartEx buatku yang buta kanji aja bisa kilat beli di KAIAccess susah banget pembayaran gabisa bisa aplikasi lemot sangat memancing emosi ,ekinet sama smartex buat buta kanji aja kilat beli susah banget bayar gabisa aplikasi lot sangat pancing emosi,NEGATIF
1852354569248092252,Fri Nov 01 14:18:39 +0000 2024,Beli tiket @KAI121 pakai aplikasi kaiaccess itu proses refundnya ternyata ribet sedunia kalau beli tiketnya atas nama orang lain... Terus... Jangan pernah beli tiket @KeretaCepatID via KAI access. Kalau mau refund ngga bisa via apps. Aplikasinya sendiri ada bug.,beli tiket pakai aplikasi proses refundnya nyata ribet dunia kalau beli tiket atas nama orang terus jangan pernah beli tiket via kalau mau refund ngga via apps aplikasi sendiri bug,NEGATIF
1850594053513248949,Sun Oct 27 17:42:59 +0000 2024,tinggal mau bayarnya aja time out muluu #kaiaccess https://t.co/X3u372vMKR,tinggal mau bayar aja time out muluu,NETRAL
1850593334919938290,Sun Oct 27 17:40:08 +0000 2024,ajggg emg kaiaccess tuh tolol bgt ajgg apk tai 00.40 msh blm bisa beli tiket tai pdhl pgn tdr cpt bgst,ajggg emg tuh tolol bgt ajgg apk tai 00 40 msh blm beli tiket tai pdhl pgn tdr cpt bgst,NETRAL
1850228140033089566,Sat Oct 26 17:28:58 +0000 2024,war tiket kereta Penataran-Dhoho #kaiaccess jam terakhir menuju ke Surabaya itu wes kaya war tiket komser SO7 alias timeout terus,war tiket natar dhoho jam akhir tuju surabaya wes kaya war tiket komser so7 alias timeout terus,NETRAL
1847804961968808276,Sun Oct 20 01:00:08 +0000 2024,hari masih pagi tapi harus mengatakan kaiaccess KONTOLLLLL,hari pagi kata kontolllll,NETRAL
1847283341210624478,Fri Oct 18 14:27:24 +0000 2024,Emang busuk layanan ginian... Sering pake FR dan hari ini masuk pasar senen dianya nyala tapi ngga berguna Sama kaya minggu lalu di Lempuyangan sampe antre panjang Uda gitu pake e-boarding di hape masih diminta KTP.. trus gunane aku install KAIAccess bwat opooo?? @KAI121 https://t.co/vIpv2hE9fz,emang busuk layan ginian sering pake fr hari masuk pasar senen dia nyala ngga guna sama kaya minggu lalu lempuyangan sampe antre panjang uda gitu pake e boarding hape minta ktp trus gunane aku install bwat opooo,NETRAL
1846978723909980181,Thu Oct 17 18:16:57 +0000 2024,Min @CommuterLine .. usulan saya kapan hari malah tambah parah nih server KAIAccess.. pesan lgsg TRK-NT gak bisa estafet baru bisa itupun nunggu sejam. Ini mslhnya apa IT SYSTEM? SERVER? Biaya MTCnya? Ato ORG IT nya? Jgn jawaban klasik lagi ya ‍↕️ https://t.co/Ke0fde2TAi,usul kapan hari malah tambah parah nih server pesan lgsg trk nt gak estafet baru itu nunggu jam mslhnya apa it system server biaya mtcnya ato org it nya jgn jawab klasik,NEGATIF
1846489571065999774,Wed Oct 16 09:53:14 +0000 2024,@sbyfess kl di app kaiaccess udh abis ya gaisa,kl app udh abis gaisa,NETRAL
1846150650406854696,Tue Oct 15 11:26:29 +0000 2024,Alhamdulillaah udh sukses bisa beli tiket jg.. dari tadi stuck di bagian pembayaran. Bolak-balik menunya cuma ewallet dan udh terhubung tetapi stuck sama sekalo gak bisa bayar. Thank you perbaikan layanannya. Sukses selalu #kaiaccess @KAI121,alhamdulillaah udh sukses beli tiket jg tadi stuck bagi bayar bolak balik menu cuma ewallet udh hubung stuck sama kalo gak bayar thank you baik layan sukses selalu,POSITIF
1846125295621099924,Tue Oct 15 09:45:44 +0000 2024,@KAI121 haloo min apakah aplikasi KAIAccess sedang maintenance? saya drtd mau melakukan pembayaran tidak bisa https://t.co/F40jVoWX5k,haloo aplikasi sedang maintenance drtd mau laku bayar,NEGATIF
1845153834295070779,Sat Oct 12 17:25:30 +0000 2024,KAI ACCESS INI GIMANA SIH??!! udah cepet war tikettt udah klik kursinya juga tinggal bayar. tapi pas klik kode qris nya malah ga keluar tulisannya timeout dan itu berkali kali. JADI KEABISAN TIKET!!! @KAI121 @CommuterLine #kaiaccess #kai,gimana sih udah cepet war tikettt udah klik kursi tinggal bayar pas klik kode qris nya malah ga keluar tulis timeout kali kali jadi abis tiket,NETRAL
1842348429336539277,Fri Oct 04 23:37:49 +0000 2024,@KAI121 kaiaccess kenapa gini terus ya waktu mau reset pin https://t.co/Zw3InogyDW,gin terus waktu mau reset pin,NETRAL
1841160313162387606,Tue Oct 01 16:56:40 +0000 2024,@KAI121 min mau tanya kalo data orang tua saya sudah tercatatat di #KAIAccess apakah bisa dapet potongan lansia? Kebetulan ortu saya sudah lansia. Atau harus didaftarkan manual??,mau tanya kalo data orang tua tercatatat dapet potong lansia betul ortu lansia daftar manual,NETRAL
1841082472961863811,Tue Oct 01 11:47:21 +0000 2024,inii pramu prami manaa dah gak lewat2 gue laper bgttt mau pesen lewat kaiaccess pasti lama,ini pramu prami manaa dah gak lewat2 gue laper bgttt mau sen lewat lama,NETRAL
1838851706114969839,Wed Sep 25 08:03:05 +0000 2024,Pengen ubah tgl perjalanan dr kaiaccess cm muter knp ya min @KAI121 https://t.co/IpuYvookjn,ken ubah tgl jalan dr cm muter knp,NETRAL
1804089262142279770,Fri Jun 21 09:49:33 +0000 2024,KAI Access Error Hari Ini Juni 2024 TIDAK BISA Dibuka sampai Kapan? Ini Penjelasan Pihak KAI (MF) #KAIAccess #Error #Jadwal #Tiket #KAI https://t.co/OIwL2UDZTJ,error hari juni 2024 buka kapan jelas pihak mf error jadwal tiket,NEGATIF
1804070942479651199,Fri Jun 21 08:36:45 +0000 2024,@mercybalap @KAI121 @argothrottle Tau ada kereta api ini wkt lebaran Idul Adha kmrn. Saat nyampe di SLO ada pengumuman kereta Banyubiru ini sudah bersiap di jalur 4. Lgsg cek di KAIAccess. Harga tiketny 40 eko dan 80 ekse. Dgn perjalanan selama 2jam mgkn aku akan pilih eko NG saja.,tau api wkt lebaran idul adha kmrn nyampe slo umum banyubiru siap jalur 4 lgsg cek harga tiketny 40 eko 80 ekse dgn jalan lama 2jam mgkn aku pilih eko ng,NEGATIF
1804067937617354980,Fri Jun 21 08:24:48 +0000 2024,KAI Access Error Hari Ini 21 Juni 2024 Sampai Kapan Kenapa Tidak Bisa Pesan Tiket? Ini Kata Railmin #KAIAccess #kaiaccesserror #ptkai #kai121 https://t.co/X9laeepoVA,error hari 21 juni 2024 kapan pesan tiket kata railmin kaiaccesserror ptkai kai121,NEGATIF
1804007960160669993,Fri Jun 21 04:26:29 +0000 2024,@KAI121 admin KAI kok pembatalan tiketku di KaiAccess lama bangeet diprosess yaaa? Apa harus ke loket stasiunnya langsung..? Butuh bangeet buat beli tiket baruu,kok batal tiket lama bangeet diprosess yaaa apa loket stasiun langsung butuh bangeet buat beli tiket baruu,NETRAL
1803726060313588025,Thu Jun 20 09:46:19 +0000 2024,Minnn tiket perjalanan @KAI121 kereta saya kenapa tidak muncul ya di kaiaccess?,minnn tiket jalan muncul,NETRAL
1803206653795537275,Tue Jun 18 23:22:22 +0000 2024,@kyuurash Aku pernahnya di kaiaccess tapi itu h-3 jam keberangkatan ada diskonnya,aku pernah h 3 jam berangkat diskon,NEGATIF
1802900197477068901,Tue Jun 18 03:04:38 +0000 2024,@Puntenslurzz Kan bisa pesen via kaiaccess,kan sen via,NETRAL
1802218663145312635,Sun Jun 16 05:56:27 +0000 2024,Cara mendaftar mudah bisa langsung menemui petugas di stasiun @kai121_ dan mengaktifkan face recoginition ini melalui aplikasi KaiAccess.,cara daftar mudah langsung temu tugas stasiun aktif face recoginition lalu aplikasi,POSITIF
1801760570657620391,Fri Jun 14 23:36:09 +0000 2024,#KAIAccess @KAI121 msh down kah?? yuuuukkk cepetan.. bnyk yg mau kerja mau mudik mau scan barcode udah di gate...,msh down yuuuukkk cepetan bnyk yg mau kerja mau mudik mau scan barcode udah gate,NETRAL
1801757720472916062,Fri Jun 14 23:24:50 +0000 2024,@KAI121 halo KAI ini saya mau pesen tiket untuk hari ini dari bandung ke bekasi kok gabisa terus ya?? Pdhl saya udh coba pake 3 apps traveloka tiketcom sama kaiaccess. Semuanya sama eror terus. Ini knp ya???,halo mau sen tiket hari bandung bekas kok gabisa terus pdhl udh coba pake 3 apps traveloka tiketcom sama semua sama eror terus knp,NEGATIF
1801617737724416192,Fri Jun 14 14:08:35 +0000 2024,@nauakb_ Pesen RailFood lewat KAIaccess. Harumkan gerbong pake popmie panas. Habis popmie bangunin semua yg tidur pake japota,sen railfood lewat harum gerbong pake popmie panas habis popmie bangunin semua yg tidur pake japota,NETRAL
1799466536832541093,Sat Jun 08 15:40:29 +0000 2024,Anjir cashback kaiaccess baru ada pas gue udah beli tiket,anjir cashback baru pas gue udah beli tiket,NETRAL
1799255011689676859,Sat Jun 08 01:39:57 +0000 2024,@TerminalBisBYL @antibacterii Batara Kresna ini tiketnya bisa beli via KAIaccess ..?,batara kresna tiket beli via,NETRAL
1799118466659885551,Fri Jun 07 16:37:23 +0000 2024,Mending duitnya buat benerin KAIAccess,mending duit buat benerin,NETRAL
1798726173041795525,Thu Jun 06 14:38:33 +0000 2024,ini kenapa ya top up ke kaiaccess niat buat bayar kereta jadi gabisa karena saldo malah berkurang 4rb kan aneh padahal top up nya udah bener nominalnya @KAI121 trus isi saldo lg 10rb ga masuk2 ini gimana solusinya malah mempersulit penumpang??!!!! tolong dong tggung jwbnya,top up niat buat bayar jadi gabisa saldo malah kurang 4rb kan aneh padahal top up nya udah bener nominal trus isi saldo lg 10rb ga masuk2 gimana solusi malah sulit tumpang dong tggung jwbnya,NEGATIF
1797848719460794445,Tue Jun 04 04:31:51 +0000 2024,@KAI121 kemaren liat di kaiaccess jadwal ka arjuno express buat tgl 11 masih ada kok skrg gada min?? @KAI121,kemaren liat jadwal ka arjuno express buat tgl 11 kok skrg gada,NETRAL
1792764561537564826,Tue May 21 03:49:14 +0000 2024,@UNY_Base pake prameks bisa nder tiketnya pake gotransit dari gojek aja. atau pakai kereta bandara beli di kaiaccess. dari stasiun tugu bisa ke halte tj sosrowijayan naik bus 1B udah turun di rektorat/plaza. atau bisa gojek/grab juga sih,pake prameks nder tiket pake gotransit gojek aja pakai bandara beli stasiun tugu halte tj sosrowijayan naik bus 1b udah turun rektorat plaza gojek grab sih,NETRAL
1791880417987158407,Sat May 18 17:15:57 +0000 2024,@candrapinandita @KAI121 Kebiasaan kaiaccess kalo beli lokal rebutan akhirnya pas muncul tiba-tiba sold. ,biasa kalo beli lokal rebut akhir pas muncul tiba tiba sold,NETRAL
1791575699402420521,Fri May 17 21:05:07 +0000 2024,@KAI121 Kenapa akun kaiaccess tiba2 log out dan terkunci,akun tiba2 log out kunci,NETRAL
1790654294070628456,Wed May 15 08:03:47 +0000 2024,@DoomHasyimari cc @traveloka atau bisa cek dan beli tiketnya di app KAIAccess aja lebih gampang kak,cc cek beli tiket app aja lebih gampang kak,NETRAL
