id_str,created_at,user_id_str,conversation_id_str,full_text,label,text_casefold,text_clean,tokens,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw,emoji_drop_from_stemmed,emoji_map_from_stemmed
1917196264837665216,Tue Apr 29 12:36:23 +0000 2025,231032054,1917196264837665216,Gokil juga kaiaccess,NETRAL,gokil juga kaiaccess,gokil juga kaiaccess,"['gokil', 'juga', 'kaiaccess']","['gokil', 'juga', 'kaiaccess']",gokil juga kaiaccess,Gokil juga kaiaccess,Gokil juga kaiaccess,gokil juga kaiaccess,gokil juga kaiaccess
1915537157814706609,Thu Apr 24 22:43:42 +0000 2025,4219872329,1915537157814706609,Halo ini kenapa mau regist KAIaccess pas masukin kode OTP selalu not valid terus ya? Padahal sudah dimasukan sesuai dengan sms dari KAImobile. Mohon bantuannya @KAI121,POSITIF,halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya? padahal sudah dimasukan sesuai dengan sms dari kaimobile. mohon bantuannya @kai121,halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya padahal sudah dimasukan sesuai dengan sms dari kaimobile mohon bantuannya,"['halo', 'ini', 'kenapa', 'mau', 'regist', 'kaiaccess', 'pas', 'masukin', 'kode', 'otp', 'selalu', 'not', 'valid', 'terus', 'ya', 'padahal', 'sudah', 'dimasukan', 'sesuai', 'dengan', 'sms', 'dari', 'kaimobile', 'mohon', 'bantuannya']","['halo', 'ini', 'kenapa', 'mau', 'regist', 'kaiaccess', 'pas', 'masukin', 'kode', 'otp', 'selalu', 'not', 'valid', 'terus', 'ya', 'padahal', 'sudah', 'masuk', 'sesuai', 'dengan', 'sms', 'dari', 'kaimobile', 'mohon', 'bantu']",halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya padahal sudah masuk sesuai dengan sms dari kaimobile mohon bantu,Halo ini kenapa mau regist KAIaccess pas masukin kode OTP selalu not valid terus ya? Padahal sudah dimasukan sesuai dengan sms dari KAImobile. Mohon bantuannya @KAI121,Halo ini kenapa mau regist KAIaccess pas masukin kode OTP selalu not valid terus ya? Padahal sudah dimasukan sesuai dengan sms dari KAImobile. Mohon bantuannya @KAI121,halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya padahal sudah masuk sesuai dengan sms dari kaimobile mohon bantu,halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya padahal sudah masuk sesuai dengan sms dari kaimobile mohon bantu
1914986762692420043,Wed Apr 23 10:16:37 +0000 2025,297409529,1914986762692420043,Halo min @KAI121 untuk pemesanan tiket KA jarak jauh via KaiAccess maks brapa jam sebelum keberangkatan ya?,NEGATIF,halo min @kai121 untuk pemesanan tiket ka jarak jauh via kaiaccess maks brapa jam sebelum keberangkatan ya?,halo min untuk pemesanan tiket ka jarak jauh via kaiaccess maks brapa jam sebelum keberangkatan ya,"['halo', 'min', 'untuk', 'pemesanan', 'tiket', 'ka', 'jarak', 'jauh', 'via', 'kaiaccess', 'maks', 'brapa', 'jam', 'sebelum', 'keberangkatan', 'ya']","['halo', 'min', 'untuk', 'mesan', 'tiket', 'ka', 'jarak', 'jauh', 'via', 'kaiaccess', 'maks', 'brapa', 'jam', 'belum', 'berangkat', 'ya']",halo min untuk mesan tiket ka jarak jauh via kaiaccess maks brapa jam belum berangkat ya,Halo min @KAI121 untuk pemesanan tiket KA jarak jauh via KaiAccess maks brapa jam sebelum keberangkatan ya?,Halo min @KAI121 untuk pemesanan tiket KA jarak jauh via KaiAccess maks brapa jam sebelum keberangkatan ya?,halo min untuk mesan tiket ka jarak jauh via kaiaccess maks brapa jam belum berangkat ya,halo min untuk mesan tiket ka jarak jauh via kaiaccess maks brapa jam belum berangkat ya
1914154233957605459,Mon Apr 21 03:08:27 +0000 2025,1505481106820263938,1913829298047242687,@alvinlie21 @KAI121 Kalau ada duit di Kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data KTP. Bakal ribet lagi dan misalkan concern soal data privacy Mending biarin aja accountnya dananya dipakai buat transaksi di KAIAccess aja,NEGATIF,@alvinlie21 @kai121 kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp. bakal ribet lagi dan misalkan concern soal data privacy mending biarin aja accountnya dananya dipakai buat transaksi di kaiaccess aja,kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp bakal ribet lagi dan misalkan concern soal data privacy mending biarin aja accountnya dananya dipakai buat transaksi di kaiaccess aja,"['kalau', 'ada', 'duit', 'di', 'kaspro', 'mau', 'transfer', 'ke', 'bank', 'harus', 'jadi', 'premium', 'account', 'dulu', 'dan', 'itu', 'butuh', 'data', 'ktp', 'bakal', 'ribet', 'lagi', 'dan', 'misalkan', 'concern', 'soal', 'data', 'privacy', 'mending', 'biarin', 'aja', 'accountnya', 'dananya', 'dipakai', 'buat', 'transaksi', 'di', 'kaiaccess', 'aja']","['kalau', 'ada', 'duit', 'di', 'kaspro', 'mau', 'transfer', 'ke', 'bank', 'harus', 'jadi', 'premium', 'account', 'dulu', 'dan', 'itu', 'butuh', 'data', 'ktp', 'bakal', 'ribet', 'lagi', 'dan', 'misal', 'concern', 'soal', 'data', 'privacy', 'mending', 'biarin', 'aja', 'accountnya', 'dana', 'pakai', 'buat', 'transaksi', 'di', 'kaiaccess', 'aja']",kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp bakal ribet lagi dan misal concern soal data privacy mending biarin aja accountnya dana pakai buat transaksi di kaiaccess aja,@alvinlie21 @KAI121 Kalau ada duit di Kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data KTP. Bakal ribet lagi dan misalkan concern soal data privacy Mending biarin aja accountnya dananya dipakai buat transaksi di KAIAccess aja,@alvinlie21 @KAI121 Kalau ada duit di Kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data KTP. Bakal ribet lagi dan misalkan concern soal data privacy Mending biarin aja accountnya dananya dipakai buat transaksi di KAIAccess aja,kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp bakal ribet lagi dan misal concern soal data privacy mending biarin aja accountnya dana pakai buat transaksi di kaiaccess aja,kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp bakal ribet lagi dan misal concern soal data privacy mending biarin aja accountnya dana pakai buat transaksi di kaiaccess aja
1913856235591614522,Sun Apr 20 07:24:18 +0000 2025,192787849,1913856235591614522,Dr awal udah feeling gak beres soal KAIpay. So far pakai ovo buat beli2 tiket via kaiaccess. Lancar gak ada kendala,POSITIF,dr awal udah feeling gak beres soal kaipay. so far pakai ovo buat beli2 tiket via kaiaccess. lancar gak ada kendala,dr awal udah feeling gak beres soal kaipay so far pakai ovo buat beli NUM tiket via kaiaccess lancar gak ada kendala,"['dr', 'awal', 'udah', 'feeling', 'gak', 'beres', 'soal', 'kaipay', 'so', 'far', 'pakai', 'ovo', 'buat', 'beli', 'NUM', 'tiket', 'via', 'kaiaccess', 'lancar', 'gak', 'ada', 'kendala']","['dr', 'awal', 'udah', 'feeling', 'gak', 'beres', 'soal', 'kaipay', 'so', 'far', 'pakai', 'ovo', 'buat', 'beli', 'num', 'tiket', 'via', 'kaiaccess', 'lancar', 'gak', 'ada', 'kendala']",dr awal udah feeling gak beres soal kaipay so far pakai ovo buat beli num tiket via kaiaccess lancar gak ada kendala,Dr awal udah feeling gak beres soal KAIpay. So far pakai ovo buat beli2 tiket via kaiaccess. Lancar gak ada kendala,Dr awal udah feeling gak beres soal KAIpay. So far pakai ovo buat beli2 tiket via kaiaccess. Lancar gak ada kendala,dr awal udah feeling gak beres soal kaipay so far pakai ovo buat beli num tiket via kaiaccess lancar gak ada kendala,dr awal udah feeling gak beres soal kaipay so far pakai ovo buat beli num tiket via kaiaccess lancar gak ada kendala
1913095123644354590,Fri Apr 18 04:59:55 +0000 2025,65027691,1913095123644354590,Satu hal lagi yang merepotkan dari #KAIAccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai Ke loket seminggu berikutnya. Era Digital tapi perilaku masih super jadul @KAI121,NEGATIF,satu hal lagi yang merepotkan dari #kaiaccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai ke loket seminggu berikutnya. era digital tapi perilaku masih super jadul @kai121,satu hal lagi yang merepotkan dari kaiaccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai ke loket seminggu berikutnya era digital tapi perilaku masih super jadul,"['satu', 'hal', 'lagi', 'yang', 'merepotkan', 'dari', 'kaiaccess', 'adalah', 'tidak', 'tersedianya', 'menu', 'pembatalan', 'tiket', 'harus', 'ke', 'loket', 'dan', 'juga', 'pengembalian', 'tidak', 'masuk', 'ke', 'aplikasi', 'tapi', 'harus', 'ambil', 'tunai', 'ke', 'loket', 'seminggu', 'berikutnya', 'era', 'digital', 'tapi', 'perilaku', 'masih', 'super', 'jadul']","['satu', 'hal', 'lagi', 'yang', 'repot', 'dari', 'kaiaccess', 'adalah', 'tidak', 'sedia', 'menu', 'batal', 'tiket', 'harus', 'ke', 'loket', 'dan', 'juga', 'kembali', 'tidak', 'masuk', 'ke', 'aplikasi', 'tapi', 'harus', 'ambil', 'tunai', 'ke', 'loket', 'minggu', 'ikut', 'era', 'digital', 'tapi', 'perilaku', 'masih', 'super', 'jadul']",satu hal lagi yang repot dari kaiaccess adalah tidak sedia menu batal tiket harus ke loket dan juga kembali tidak masuk ke aplikasi tapi harus ambil tunai ke loket minggu ikut era digital tapi perilaku masih super jadul,Satu hal lagi yang merepotkan dari #KAIAccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai Ke loket seminggu berikutnya. Era Digital tapi perilaku masih super jadul @KAI121,Satu hal lagi yang merepotkan dari #KAIAccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai Ke loket seminggu berikutnya. Era Digital tapi perilaku masih super jadul @KAI121,satu hal lagi yang repot dari kaiaccess adalah tidak sedia menu batal tiket harus ke loket dan juga kembali tidak masuk ke aplikasi tapi harus ambil tunai ke loket minggu ikut era digital tapi perilaku masih super jadul,satu hal lagi yang repot dari kaiaccess adalah tidak sedia menu batal tiket harus ke loket dan juga kembali tidak masuk ke aplikasi tapi harus ambil tunai ke loket minggu ikut era digital tapi perilaku masih super jadul
1906117359951401169,Sat Mar 29 22:52:47 +0000 2025,1886595676366405632,1906117359951401169,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,NETRAL,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,"['apalah', 'ini', 'jadwal', 'krl', 'di', 'kaiaccess', 'ga', 'sinkron', 'bgt', 'sama', 'jadwal', 'di', 'stasiun', 'kocak', 'kocak']","['apa', 'ini', 'jadwal', 'krl', 'di', 'kaiaccess', 'ga', 'sinkron', 'bgt', 'sama', 'jadwal', 'di', 'stasiun', 'kocak', 'kocak']",apa ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,apa ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,apa ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak
1906065739611853110,Sat Mar 29 19:27:39 +0000 2025,1216422023762608128,1906065739611853110,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi?? uwaw diprank,NETRAL,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi?? uwaw diprank,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi uwaw diprank,"['anjir', 'di', 'kaiaccess', 'tulisannya', 'sisa', 'tanpa', 'kursi', 'gue', 'klik', 'masi', 'dapet', 'kursi', 'uwaw', 'diprank']","['anjir', 'di', 'kaiaccess', 'tulis', 'sisa', 'tanpa', 'kursi', 'gue', 'klik', 'mas', 'dapet', 'kursi', 'uwaw', 'diprank']",anjir di kaiaccess tulis sisa tanpa kursi gue klik mas dapet kursi uwaw diprank,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi?? uwaw diprank,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi?? uwaw diprank,anjir di kaiaccess tulis sisa tanpa kursi gue klik mas dapet kursi uwaw diprank,anjir di kaiaccess tulis sisa tanpa kursi gue klik mas dapet kursi uwaw diprank
1905099315762311505,Thu Mar 27 03:27:26 +0000 2025,1601185827949662208,1905099315762311505,@KAI121 ini KAIACCESS kenapa lagi ya saya beli tiket bandara utk tgl 28-04-2025 dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran.,NETRAL,@kai121 ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl 28-04-2025 dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran.,ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl NUM NUM NUM dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran,"['ini', 'kaiaccess', 'kenapa', 'lagi', 'ya', 'saya', 'beli', 'tiket', 'bandara', 'utk', 'tgl', 'NUM', 'NUM', 'NUM', 'dan', 'pembayaran', 'sudah', 'clear', 'tapi', 'tiket', 'masih', 'status', 'menunggu', 'pembayaran']","['ini', 'kaiaccess', 'kenapa', 'lagi', 'ya', 'saya', 'beli', 'tiket', 'bandara', 'utk', 'tgl', 'num', 'num', 'num', 'dan', 'bayar', 'sudah', 'clear', 'tapi', 'tiket', 'masih', 'status', 'tunggu', 'bayar']",ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl num num num dan bayar sudah clear tapi tiket masih status tunggu bayar,@KAI121 ini KAIACCESS kenapa lagi ya saya beli tiket bandara utk tgl 28-04-2025 dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran.,@KAI121 ini KAIACCESS kenapa lagi ya saya beli tiket bandara utk tgl 28-04-2025 dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran.,ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl num num num dan bayar sudah clear tapi tiket masih status tunggu bayar,ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl num num num dan bayar sudah clear tapi tiket masih status tunggu bayar
1904929821437944313,Wed Mar 26 16:13:55 +0000 2025,1796690475627556864,1904929821437944313,WTS Jual tiket KAI buat tgl 28 Maret 2025 (2 seat) kereta Gumarang (Jakarta - Surabaya) harga 1 440 rb #zonauang #kaiaccess #zonaba #wts https://t.co/AaZdsmI0Bi,NETRAL,wts jual tiket kai buat tgl 28 maret 2025 (2 seat) kereta gumarang (jakarta - surabaya) harga 1 440 rb #zonauang #kaiaccess #zonaba #wts https://t.co/aazdsmi0bi,wts jual tiket kai buat tgl NUM maret NUM NUM seat kereta gumarang jakarta surabaya harga NUM NUM rb zonauang kaiaccess zonaba wts,"['wts', 'jual', 'tiket', 'kai', 'buat', 'tgl', 'NUM', 'maret', 'NUM', 'NUM', 'seat', 'kereta', 'gumarang', 'jakarta', 'surabaya', 'harga', 'NUM', 'NUM', 'rb', 'zonauang', 'kaiaccess', 'zonaba', 'wts']","['wts', 'jual', 'tiket', 'kai', 'buat', 'tgl', 'num', 'maret', 'num', 'num', 'seat', 'kereta', 'gumarang', 'jakarta', 'surabaya', 'harga', 'num', 'num', 'rb', 'zonauang', 'kaiaccess', 'zonaba', 'wts']",wts jual tiket kai buat tgl num maret num num seat kereta gumarang jakarta surabaya harga num num rb zonauang kaiaccess zonaba wts,WTS Jual tiket KAI buat tgl 28 Maret 2025 (2 seat) kereta Gumarang (Jakarta - Surabaya) harga 1 440 rb #zonauang #kaiaccess #zonaba #wts https://t.co/AaZdsmI0Bi,WTS Jual tiket KAI buat tgl 28 Maret 2025 (2 seat) kereta Gumarang (Jakarta - Surabaya) harga 1 440 rb #zonauang #kaiaccess #zonaba #wts https://t.co/AaZdsmI0Bi,wts jual tiket kai buat tgl num maret num num seat kereta gumarang jakarta surabaya harga num num rb zonauang kaiaccess zonaba wts,wts jual tiket kai buat tgl num maret num num seat kereta gumarang jakarta surabaya harga num num rb zonauang kaiaccess zonaba wts
1904748095621259761,Wed Mar 26 04:11:49 +0000 2025,904503488012402688,1904748095621259761,@KAI121 knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini?,NEGATIF,@kai121 knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini?,knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini,"['knp', 'tidak', 'bisa', 'memesan', 'railfood', 'di', 'kaiaccess', 'untuk', 'perjalanan', 'ka', 'brantas', 'tambahan', 'keberangkatan', 'hari', 'ini']","['knp', 'tidak', 'bisa', 'mes', 'railfood', 'di', 'kaiaccess', 'untuk', 'jalan', 'ka', 'brantas', 'tambah', 'berangkat', 'hari', 'ini']",knp tidak bisa mes railfood di kaiaccess untuk jalan ka brantas tambah berangkat hari ini,@KAI121 knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini?,@KAI121 knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini?,knp tidak bisa mes railfood di kaiaccess untuk jalan ka brantas tambah berangkat hari ini,knp tidak bisa mes railfood di kaiaccess untuk jalan ka brantas tambah berangkat hari ini
1904385215163748814,Tue Mar 25 04:09:51 +0000 2025,1041848632968798208,1904385215163748814,@KAI121 mau batalin tiket kok gabisa2 ya di aplikasi kaiaccess. Cek dm,NEGATIF,@kai121 mau batalin tiket kok gabisa2 ya di aplikasi kaiaccess. cek dm,mau batalin tiket kok gabisa NUM ya di aplikasi kaiaccess cek dm,"['mau', 'batalin', 'tiket', 'kok', 'gabisa', 'NUM', 'ya', 'di', 'aplikasi', 'kaiaccess', 'cek', 'dm']","['mau', 'batalin', 'tiket', 'kok', 'gabisa', 'num', 'ya', 'di', 'aplikasi', 'kaiaccess', 'cek', 'dm']",mau batalin tiket kok gabisa num ya di aplikasi kaiaccess cek dm,@KAI121 mau batalin tiket kok gabisa2 ya di aplikasi kaiaccess. Cek dm,@KAI121 mau batalin tiket kok gabisa2 ya di aplikasi kaiaccess. Cek dm,mau batalin tiket kok gabisa num ya di aplikasi kaiaccess cek dm,mau batalin tiket kok gabisa num ya di aplikasi kaiaccess cek dm
1904209755134165095,Mon Mar 24 16:32:38 +0000 2025,1301545658197794817,1904209755134165095,Wts tiket kereta api Tujuan: Bandung - Yogyakarta Tanggal : 28 Maret Jam : 19.00 Jumlah : 2 tix #tiketkai #mudiklebaran #kaiaccess #tiketkeretaapi Bandung Jogja,NETRAL,wts tiket kereta api tujuan: bandung - yogyakarta tanggal : 28 maret jam : 19.00 jumlah : 2 tix #tiketkai #mudiklebaran #kaiaccess #tiketkeretaapi bandung jogja,wts tiket kereta api tujuan bandung yogyakarta tanggal NUM maret jam NUM NUM jumlah NUM tix tiketkai mudiklebaran kaiaccess tiketkeretaapi bandung jogja,"['wts', 'tiket', 'kereta', 'api', 'tujuan', 'bandung', 'yogyakarta', 'tanggal', 'NUM', 'maret', 'jam', 'NUM', 'NUM', 'jumlah', 'NUM', 'tix', 'tiketkai', 'mudiklebaran', 'kaiaccess', 'tiketkeretaapi', 'bandung', 'jogja']","['wts', 'tiket', 'kereta', 'api', 'tuju', 'bandung', 'yogyakarta', 'tanggal', 'num', 'maret', 'jam', 'num', 'num', 'jumlah', 'num', 'tix', 'tiketkai', 'mudiklebaran', 'kaiaccess', 'tiketkeretaapi', 'bandung', 'jogja']",wts tiket kereta api tuju bandung yogyakarta tanggal num maret jam num num jumlah num tix tiketkai mudiklebaran kaiaccess tiketkeretaapi bandung jogja,Wts tiket kereta api Tujuan: Bandung - Yogyakarta Tanggal : 28 Maret Jam : 19.00 Jumlah : 2 tix #tiketkai #mudiklebaran #kaiaccess #tiketkeretaapi Bandung Jogja,Wts tiket kereta api Tujuan: Bandung - Yogyakarta Tanggal : 28 Maret Jam : 19.00 Jumlah : 2 tix #tiketkai #mudiklebaran #kaiaccess #tiketkeretaapi Bandung Jogja,wts tiket kereta api tuju bandung yogyakarta tanggal num maret jam num num jumlah num tix tiketkai mudiklebaran kaiaccess tiketkeretaapi bandung jogja,wts tiket kereta api tuju bandung yogyakarta tanggal num maret jam num num jumlah num tix tiketkai mudiklebaran kaiaccess tiketkeretaapi bandung jogja
1903718560846770332,Sun Mar 23 08:00:48 +0000 2025,1055797120853135360,1903718560846770332,PT Kereta Api Indonesia (KAI) meluncurkan fitur baru di aplikasi Access by KAI yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh. Selengkapnya klik https://t.co/jN517t9UV3 #kai #kaiaccess #perempuan https://t.co/4coROgsg7Y,NEGATIF,pt kereta api indonesia (kai) meluncurkan fitur baru di aplikasi access by kai yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh. selengkapnya klik https://t.co/jn517t9uv3 #kai #kaiaccess #perempuan https://t.co/4corogsg7y,pt kereta api indonesia kai meluncurkan fitur baru di aplikasi access by kai yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh selengkapnya klik kai kaiaccess perempuan,"['pt', 'kereta', 'api', 'indonesia', 'kai', 'meluncurkan', 'fitur', 'baru', 'di', 'aplikasi', 'access', 'by', 'kai', 'yang', 'memungkinkan', 'penumpang', 'perempuan', 'memilih', 'kursi', 'bersebelahan', 'dengan', 'sesama', 'perempuan', 'saat', 'naik', 'kereta', 'jarak', 'jauh', 'selengkapnya', 'klik', 'kai', 'kaiaccess', 'perempuan']","['pt', 'kereta', 'api', 'indonesia', 'kai', 'luncur', 'fitur', 'baru', 'di', 'aplikasi', 'access', 'by', 'kai', 'yang', 'mungkin', 'tumpang', 'perempuan', 'pilih', 'kursi', 'bahan', 'dengan', 'sama', 'perempuan', 'saat', 'naik', 'kereta', 'jarak', 'jauh', 'lengkap', 'klik', 'kai', 'kaiaccess', 'perempuan']",pt kereta api indonesia kai luncur fitur baru di aplikasi access by kai yang mungkin tumpang perempuan pilih kursi bahan dengan sama perempuan saat naik kereta jarak jauh lengkap klik kai kaiaccess perempuan,PT Kereta Api Indonesia (KAI) meluncurkan fitur baru di aplikasi Access by KAI yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh. Selengkapnya klik https://t.co/jN517t9UV3 #kai #kaiaccess #perempuan https://t.co/4coROgsg7Y,PT Kereta Api Indonesia (KAI) meluncurkan fitur baru di aplikasi Access by KAI yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh. Selengkapnya klik https://t.co/jN517t9UV3 #kai #kaiaccess #perempuan https://t.co/4coROgsg7Y,pt kereta api indonesia kai luncur fitur baru di aplikasi access by kai yang mungkin tumpang perempuan pilih kursi bahan dengan sama perempuan saat naik kereta jarak jauh lengkap klik kai kaiaccess perempuan,pt kereta api indonesia kai luncur fitur baru di aplikasi access by kai yang mungkin tumpang perempuan pilih kursi bahan dengan sama perempuan saat naik kereta jarak jauh lengkap klik kai kaiaccess perempuan
1903401519149613441,Sat Mar 22 11:01:00 +0000 2025,1381725852304506881,1903401519149613441,WTS tiket kai jayakarta harga 500k alasan jual karena ada urusan dadakan #zonauang #kaiaccess https://t.co/oTzTUlGVXC,NETRAL,wts tiket kai jayakarta harga 500k alasan jual karena ada urusan dadakan #zonauang #kaiaccess https://t.co/otztulgvxc,wts tiket kai jayakarta harga NUM k alasan jual karena ada urusan dadakan zonauang kaiaccess,"['wts', 'tiket', 'kai', 'jayakarta', 'harga', 'NUM', 'k', 'alasan', 'jual', 'karena', 'ada', 'urusan', 'dadakan', 'zonauang', 'kaiaccess']","['wts', 'tiket', 'kai', 'jayakarta', 'harga', 'num', 'k', 'alas', 'jual', 'karena', 'ada', 'urus', 'dada', 'zonauang', 'kaiaccess']",wts tiket kai jayakarta harga num k alas jual karena ada urus dada zonauang kaiaccess,WTS tiket kai jayakarta harga 500k alasan jual karena ada urusan dadakan #zonauang #kaiaccess https://t.co/oTzTUlGVXC,WTS tiket kai jayakarta harga 500k alasan jual karena ada urusan dadakan #zonauang #kaiaccess https://t.co/oTzTUlGVXC,wts tiket kai jayakarta harga num k alas jual karena ada urus dada zonauang kaiaccess,wts tiket kai jayakarta harga num k alas jual karena ada urus dada zonauang kaiaccess
1903174163910779314,Fri Mar 21 19:57:34 +0000 2025,1245845790318182400,1903171607113171133,TOLONG BANGET RESPON NYAAA YAAA MINN @KAI121 #kaiaccess #KAI,NETRAL,tolong banget respon nyaaa yaaa minn @kai121 #kaiaccess #kai,tolong banget respon nya ya minn kaiaccess kai,"['tolong', 'banget', 'respon', 'nya', 'ya', 'minn', 'kaiaccess', 'kai']","['tolong', 'banget', 'respon', 'nya', 'ya', 'minn', 'kaiaccess', 'kai']",tolong banget respon nya ya minn kaiaccess kai,TOLONG BANGET RESPON NYAAA YAAA MINN @KAI121 #kaiaccess #KAI,TOLONG BANGET RESPON NYAAA YAAA MINN @KAI121 #kaiaccess #KAI,tolong banget respon nya ya minn kaiaccess kai,tolong banget respon nya ya minn kaiaccess kai
1903155586986021069,Fri Mar 21 18:43:45 +0000 2025,575049108,1903155586986021069,Aplikasi Bosok!!! Satu setengah jam mantau hanya muncul kyk gini trs Cok Asu tenan.!! KaiAccess @KAI121 https://t.co/8OK7Ru3e5H,NETRAL,aplikasi bosok!!! satu setengah jam mantau hanya muncul kyk gini trs cok asu tenan.!! kaiaccess @kai121 https://t.co/8ok7ru3e5h,aplikasi bosok satu setengah jam mantau hanya muncul kyk gini trs cok asu tenan kaiaccess,"['aplikasi', 'bosok', 'satu', 'setengah', 'jam', 'mantau', 'hanya', 'muncul', 'kyk', 'gini', 'trs', 'cok', 'asu', 'tenan', 'kaiaccess']","['aplikasi', 'bosok', 'satu', 'tengah', 'jam', 'mantau', 'hanya', 'muncul', 'kyk', 'gin', 'trs', 'cok', 'asu', 'tenan', 'kaiaccess']",aplikasi bosok satu tengah jam mantau hanya muncul kyk gin trs cok asu tenan kaiaccess,Aplikasi Bosok!!! Satu setengah jam mantau hanya muncul kyk gini trs Cok Asu tenan.!! KaiAccess @KAI121 https://t.co/8OK7Ru3e5H,Aplikasi Bosok!!! Satu setengah jam mantau hanya muncul kyk gini trs Cok Asu tenan.!! KaiAccess @KAI121 https://t.co/8OK7Ru3e5H,aplikasi bosok satu tengah jam mantau hanya muncul kyk gin trs cok asu tenan kaiaccess,aplikasi bosok satu tengah jam mantau hanya muncul kyk gin trs cok asu tenan kaiaccess
