id_str,created_at,user_id_str,conversation_id_str,full_text,label,text_casefold,text_clean,tokens,tokens_nostop,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw,emoji_drop_from_stemmed,emoji_map_from_stemmed
1896092572797608102,Sun Mar 02 06:57:51 +0000 2025,1211989583484706817,1896092572797608102,wts want to sale! 1. tiket kereta api Airlangga tanggal 30 maret 2025 (Pasar Senen - Bojonegoro). 2. tiket kereta api Kertajaya Tambahan tanggal 28 Maret 2025 (Pasar Senen - Bojonegoro). bisa dm ya kawan #wts #wtstiketkai #kaiaccess #tiketkereta #tiketmudik https://t.co/2UviUEH4cw,NETRAL,wts want to sale! 1. tiket kereta api airlangga tanggal 30 maret 2025 (pasar senen - bojonegoro). 2. tiket kereta api kertajaya tambahan tanggal 28 maret 2025 (pasar senen - bojonegoro). bisa dm ya kawan #wts #wtstiketkai #kaiaccess #tiketkereta #tiketmudik https://t.co/2uviueh4cw,wts want to sale NUM tiket kereta api airlangga tanggal NUM maret NUM pasar senen bojonegoro NUM tiket kereta api kertajaya tambahan tanggal NUM maret NUM pasar senen bojonegoro bisa dm ya kawan wts wtstiketkai kaiaccess tiketkereta tiketmudik,"['wts', 'want', 'to', 'sale', 'NUM', 'tiket', 'kereta', 'api', 'airlangga', 'tanggal', 'NUM', 'maret', 'NUM', 'pasar', 'senen', 'bojonegoro', 'NUM', 'tiket', 'kereta', 'api', 'kertajaya', 'tambahan', 'tanggal', 'NUM', 'maret', 'NUM', 'pasar', 'senen', 'bojonegoro', 'bisa', 'dm', 'ya', 'kawan', 'wts', 'wtstiketkai', 'kaiaccess', 'tiketkereta', 'tiketmudik']","['wts', 'want', 'to', 'sale', 'NUM', 'tiket', 'api', 'airlangga', 'tanggal', 'NUM', 'maret', 'NUM', 'pasar', 'senen', 'bojonegoro', 'NUM', 'tiket', 'api', 'kertajaya', 'tambahan', 'tanggal', 'NUM', 'maret', 'NUM', 'pasar', 'senen', 'bojonegoro', 'dm', 'kawan', 'wts', 'wtstiketkai', 'tiketkereta', 'tiketmudik']","['wts', 'want', 'to', 'sale', 'num', 'tiket', 'api', 'airlangga', 'tanggal', 'num', 'maret', 'num', 'pasar', 'senen', 'bojonegoro', 'num', 'tiket', 'api', 'kertajaya', 'tambah', 'tanggal', 'num', 'maret', 'num', 'pasar', 'senen', 'bojonegoro', 'dm', 'kawan', 'wts', 'wtstiketkai', 'tiketkereta', 'tiketmudik']",wts want to sale num tiket api airlangga tanggal num maret num pasar senen bojonegoro num tiket api kertajaya tambah tanggal num maret num pasar senen bojonegoro dm kawan wts wtstiketkai tiketkereta tiketmudik,wts want to sale! 1. tiket kereta api Airlangga tanggal 30 maret 2025 (Pasar Senen - Bojonegoro). 2. tiket kereta api Kertajaya Tambahan tanggal 28 Maret 2025 (Pasar Senen - Bojonegoro). bisa dm ya kawan #wts #wtstiketkai #kaiaccess #tiketkereta #tiketmudik https://t.co/2UviUEH4cw,wts want to sale! 1. tiket kereta api Airlangga tanggal 30 maret 2025 (Pasar Senen - Bojonegoro). 2. tiket kereta api Kertajaya Tambahan tanggal 28 Maret 2025 (Pasar Senen - Bojonegoro). bisa dm ya kawan #wts #wtstiketkai #kaiaccess #tiketkereta #tiketmudik https://t.co/2UviUEH4cw,wts want to sale num tiket api airlangga tanggal num maret num pasar senen bojonegoro num tiket api kertajaya tambah tanggal num maret num pasar senen bojonegoro dm kawan wts wtstiketkai tiketkereta tiketmudik,wts want to sale num tiket api airlangga tanggal num maret num pasar senen bojonegoro num tiket api kertajaya tambah tanggal num maret num pasar senen bojonegoro dm kawan wts wtstiketkai tiketkereta tiketmudik
1895751545834349025,Sat Mar 01 08:22:44 +0000 2025,1596996503947472897,1895750075520819256,@undipmfs Lewat kaiaccess atau ke cs stasiun,NETRAL,@undipmfs lewat kaiaccess atau ke cs stasiun,lewat kaiaccess atau ke cs stasiun,"['lewat', 'kaiaccess', 'atau', 'ke', 'cs', 'stasiun']","['lewat', 'cs', 'stasiun']","['lewat', 'cs', 'stasiun']",lewat cs stasiun,@undipmfs Lewat kaiaccess atau ke cs stasiun,@undipmfs Lewat kaiaccess atau ke cs stasiun,lewat cs stasiun,lewat cs stasiun
1894799656699470233,Wed Feb 26 17:20:16 +0000 2025,716577345147052032,1894799656699470233,@KAI121 kaiaccess app kalo di atas jam 12 malem kenapa sering gangguan yaa?,NETRAL,@kai121 kaiaccess app kalo di atas jam 12 malem kenapa sering gangguan yaa?,kaiaccess app kalo di atas jam NUM malem kenapa sering gangguan yaa,"['kaiaccess', 'app', 'kalo', 'di', 'atas', 'jam', 'NUM', 'malem', 'kenapa', 'sering', 'gangguan', 'yaa']","['app', 'kalo', 'atas', 'jam', 'NUM', 'malem', 'sering', 'gangguan', 'yaa']","['app', 'kalo', 'atas', 'jam', 'num', 'malem', 'sering', 'ganggu', 'yaa']",app kalo atas jam num malem sering ganggu yaa,@KAI121 kaiaccess app kalo di atas jam 12 malem kenapa sering gangguan yaa?,@KAI121 kaiaccess app kalo di atas jam 12 malem kenapa sering gangguan yaa?,app kalo atas jam num malem sering ganggu yaa,app kalo atas jam num malem sering ganggu yaa
1893487701392826597,Sun Feb 23 02:27:01 +0000 2025,2590682582,1893487701392826597,@KAI121 refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket?,POSITIF,@kai121 refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket?,refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket,"['refund', 'pembatalan', 'tiket', 'lewat', 'kaiaccess', 'paling', 'cepat', 'berapa', 'lama', 'sejak', 'pembatalan', 'tiket']","['refund', 'pembatalan', 'tiket', 'lewat', 'paling', 'cepat', 'berapa', 'lama', 'sejak', 'pembatalan', 'tiket']","['refund', 'batal', 'tiket', 'lewat', 'paling', 'cepat', 'berapa', 'lama', 'sejak', 'batal', 'tiket']",refund batal tiket lewat paling cepat berapa lama sejak batal tiket,@KAI121 refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket?,@KAI121 refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket?,refund batal tiket lewat paling cepat berapa lama sejak batal tiket,refund batal tiket lewat paling cepat berapa lama sejak batal tiket
1893352377186402566,Sat Feb 22 17:29:18 +0000 2025,1056993066,1893345005642641421,@X_HRouler @KAI121 kaiaccess gada apa-apa bang:( boong dah ni kai,NETRAL,@x_hrouler @kai121 kaiaccess gada apa-apa bang:( boong dah ni kai,kaiaccess gada apa apa bang boong dah ni kai,"['kaiaccess', 'gada', 'apa', 'apa', 'bang', 'boong', 'dah', 'ni', 'kai']","['gada', 'apa', 'apa', 'bang', 'boong', 'dah', 'ni']","['gada', 'apa', 'apa', 'bang', 'boong', 'dah', 'ni']",gada apa apa bang boong dah ni,@X_HRouler @KAI121 kaiaccess gada apa-apa bang:( boong dah ni kai,@X_HRouler @KAI121 kaiaccess gada apa-apa bang:( boong dah ni kai,gada apa apa bang boong dah ni,gada apa apa bang boong dah ni
1893104418016632869,Sat Feb 22 01:04:00 +0000 2025,2159986236,1893104418016632869,@KAI121 railmiiiin ih aplikasinya benerin dong. Saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan. ternyata beli di shopee malah ada nih min tampilannnya. https://t.co/Eky0szCBn9,POSITIF,@kai121 railmiiiin ih aplikasinya benerin dong. saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan. ternyata beli di shopee malah ada nih min tampilannnya. https://t.co/eky0szcbn9,railmin ih aplikasinya benerin dong saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan ternyata beli di shopee malah ada nih min tampilanya,"['railmin', 'ih', 'aplikasinya', 'benerin', 'dong', 'saya', 'jadi', 'ga', 'kebagian', 'tiket', 'mudik', 'karena', 'tiap', 'kali', 'ngecek', 'di', 'kaiaccess', 'selalu', 'dalam', 'pemeliharaan', 'ternyata', 'beli', 'di', 'shopee', 'malah', 'ada', 'nih', 'min', 'tampilanya']","['railmin', 'ih', 'aplikasinya', 'benerin', 'dong', 'jadi', 'ga', 'kebagian', 'tiket', 'mudik', 'tiap', 'kali', 'ngecek', 'selalu', 'pemeliharaan', 'ternyata', 'beli', 'shopee', 'malah', 'nih', 'tampilanya']","['railmin', 'ih', 'aplikasi', 'benerin', 'dong', 'jadi', 'ga', 'bagi', 'tiket', 'mudik', 'tiap', 'kali', 'ngecek', 'selalu', 'pelihara', 'nyata', 'beli', 'shopee', 'malah', 'nih', 'tampilanya']",railmin ih aplikasi benerin dong jadi ga bagi tiket mudik tiap kali ngecek selalu pelihara nyata beli shopee malah nih tampilanya,@KAI121 railmiiiin ih aplikasinya benerin dong. Saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan. ternyata beli di shopee malah ada nih min tampilannnya. https://t.co/Eky0szCBn9,@KAI121 railmiiiin ih aplikasinya benerin dong. Saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan. ternyata beli di shopee malah ada nih min tampilannnya. https://t.co/Eky0szCBn9,railmin ih aplikasi benerin dong jadi ga bagi tiket mudik tiap kali ngecek selalu pelihara nyata beli shopee malah nih tampilanya,railmin ih aplikasi benerin dong jadi ga bagi tiket mudik tiap kali ngecek selalu pelihara nyata beli shopee malah nih tampilanya
1892993870599999570,Fri Feb 21 17:44:43 +0000 2025,731072850732277760,1892983536166281405,@junmeovv BENER 1000x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h-. Padahal ini fitur penting banget kalo mau cari plan b hhh. Sekali lagi djarum &gt;&gt;&gt; bumn ,NEGATIF,@junmeovv bener 1000x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h-. padahal ini fitur penting banget kalo mau cari plan b hhh. sekali lagi djarum &gt;&gt;&gt; bumn ,bener NUM x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h padahal ini fitur penting banget kalo mau cari plan b h sekali lagi djarum gt gt gt bumn,"['bener', 'NUM', 'x', 'selain', 'itu', 'fitur', 'pilih', 'stasiun', 'berdasarkan', 'kota', 'di', 'kaiaccess', 'udah', 'ga', 'bisa', 'lagi', 'sejak', 'war', 'tiket', 'pulang', 'h', 'padahal', 'ini', 'fitur', 'penting', 'banget', 'kalo', 'mau', 'cari', 'plan', 'b', 'h', 'sekali', 'lagi', 'djarum', 'gt', 'gt', 'gt', 'bumn']","['bener', 'NUM', 'x', 'fitur', 'pilih', 'stasiun', 'berdasarkan', 'kota', 'udah', 'ga', 'sejak', 'war', 'tiket', 'pulang', 'h', 'padahal', 'fitur', 'penting', 'banget', 'kalo', 'mau', 'cari', 'plan', 'b', 'h', 'sekali', 'djarum', 'gt', 'gt', 'gt', 'bumn']","['bener', 'num', 'x', 'fitur', 'pilih', 'stasiun', 'dasar', 'kota', 'udah', 'ga', 'sejak', 'war', 'tiket', 'pulang', 'h', 'padahal', 'fitur', 'penting', 'banget', 'kalo', 'mau', 'cari', 'plan', 'b', 'h', 'sekali', 'djarum', 'gt', 'gt', 'gt', 'bumn']",bener num x fitur pilih stasiun dasar kota udah ga sejak war tiket pulang h padahal fitur penting banget kalo mau cari plan b h sekali djarum gt gt gt bumn,@junmeovv BENER 1000x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h-. Padahal ini fitur penting banget kalo mau cari plan b hhh. Sekali lagi djarum &gt;&gt;&gt; bumn ,@junmeovv BENER 1000x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h-. Padahal ini fitur penting banget kalo mau cari plan b hhh. Sekali lagi djarum &gt;&gt;&gt; bumn ,bener num x fitur pilih stasiun dasar kota udah ga sejak war tiket pulang h padahal fitur penting banget kalo mau cari plan b h sekali djarum gt gt gt bumn,bener num x fitur pilih stasiun dasar kota udah ga sejak war tiket pulang h padahal fitur penting banget kalo mau cari plan b h sekali djarum gt gt gt bumn
1892984621538701767,Fri Feb 21 17:07:58 +0000 2025,545141124,1892984621538701767,kaiaccess makin ditunggu makin lama waktu antriannya. udah nahan ngantuk tambah harus nambah kesabaran,NEGATIF,kaiaccess makin ditunggu makin lama waktu antriannya. udah nahan ngantuk tambah harus nambah kesabaran,kaiaccess makin ditunggu makin lama waktu antriannya udah nahan ngantuk tambah harus nambah kesabaran,"['kaiaccess', 'makin', 'ditunggu', 'makin', 'lama', 'waktu', 'antriannya', 'udah', 'nahan', 'ngantuk', 'tambah', 'harus', 'nambah', 'kesabaran']","['makin', 'ditunggu', 'makin', 'lama', 'waktu', 'antriannya', 'udah', 'nahan', 'ngantuk', 'tambah', 'nambah', 'kesabaran']","['makin', 'tunggu', 'makin', 'lama', 'waktu', 'antri', 'udah', 'nahan', 'ngantuk', 'tambah', 'nambah', 'sabar']",makin tunggu makin lama waktu antri udah nahan ngantuk tambah nambah sabar,kaiaccess makin ditunggu makin lama waktu antriannya. udah nahan ngantuk tambah harus nambah kesabaran,kaiaccess makin ditunggu makin lama waktu antriannya. udah nahan ngantuk tambah harus nambah kesabaran,makin tunggu makin lama waktu antri udah nahan ngantuk tambah nambah sabar,makin tunggu makin lama waktu antri udah nahan ngantuk tambah nambah sabar
1892622943558984129,Thu Feb 20 17:10:47 +0000 2025,227205582,1892622943558984129,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,NETRAL,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,"['dih', 'tau', 'gitu', 'dari', 'kapan', 'tau', 'pake', 'traveloka', 'aja', 'daripada', 'kaiaccess']","['dih', 'tau', 'gitu', 'kapan', 'tau', 'pake', 'traveloka', 'aja']","['dih', 'tau', 'gitu', 'kapan', 'tau', 'pake', 'traveloka', 'aja']",dih tau gitu kapan tau pake traveloka aja,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,dih tau gitu kapan tau pake traveloka aja,dih tau gitu kapan tau pake traveloka aja
1892215096316776827,Wed Feb 19 14:10:09 +0000 2025,1084003665898135558,1892009145592660218,@bbytupaii iya soalnya galau tiket yg dibuka kaiaccess,NETRAL,@bbytupaii iya soalnya galau tiket yg dibuka kaiaccess,iya soalnya galau tiket yg dibuka kaiaccess,"['iya', 'soalnya', 'galau', 'tiket', 'yg', 'dibuka', 'kaiaccess']","['iya', 'soalnya', 'galau', 'tiket', 'yg', 'dibuka']","['iya', 'soal', 'galau', 'tiket', 'yg', 'buka']",iya soal galau tiket yg buka,@bbytupaii iya soalnya galau tiket yg dibuka kaiaccess,@bbytupaii iya soalnya galau tiket yg dibuka kaiaccess,iya soal galau tiket yg buka,iya soal galau tiket yg buka
1891909869646774458,Tue Feb 18 17:57:17 +0000 2025,727718645623881730,1891909869646774458,Sumpah guyss beli tiket kereta lewat @tiket is MUCH BETTER than those garbage application named #KAIaccess Woi @KAI121 benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin~,NETRAL,sumpah guyss beli tiket kereta lewat @tiket is much better than those garbage application named #kaiaccess woi @kai121 benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin~,sumpah guyss beli tiket kereta lewat is much better than those garbage application named kaiaccess woi benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin,"['sumpah', 'guyss', 'beli', 'tiket', 'kereta', 'lewat', 'is', 'much', 'better', 'than', 'those', 'garbage', 'application', 'named', 'kaiaccess', 'woi', 'benerin', 'dulu', 'tuh', 'aplikasi', 'buluk', 'lo', 'jangan', 'tarif', 'kereta', 'aja', 'lu', 'mahalin']","['sumpah', 'guyss', 'beli', 'tiket', 'lewat', 'is', 'much', 'better', 'than', 'those', 'garbage', 'application', 'named', 'woi', 'benerin', 'dulu', 'tuh', 'aplikasi', 'buluk', 'lo', 'jangan', 'tarif', 'aja', 'lu', 'mahalin']","['sumpah', 'guyss', 'beli', 'tiket', 'lewat', 'is', 'much', 'better', 'than', 'those', 'garbage', 'application', 'named', 'woi', 'benerin', 'dulu', 'tuh', 'aplikasi', 'buluk', 'lo', 'jangan', 'tarif', 'aja', 'lu', 'mahalin']",sumpah guyss beli tiket lewat is much better than those garbage application named woi benerin dulu tuh aplikasi buluk lo jangan tarif aja lu mahalin,Sumpah guyss beli tiket kereta lewat @tiket is MUCH BETTER than those garbage application named #KAIaccess Woi @KAI121 benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin~,Sumpah guyss beli tiket kereta lewat @tiket is MUCH BETTER than those garbage application named #KAIaccess Woi @KAI121 benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin~,sumpah guyss beli tiket lewat is much better than those garbage application named woi benerin dulu tuh aplikasi buluk lo jangan tarif aja lu mahalin,sumpah guyss beli tiket lewat is much better than those garbage application named woi benerin dulu tuh aplikasi buluk lo jangan tarif aja lu mahalin
1891490129123909707,Mon Feb 17 14:09:23 +0000 2025,352329104,1891490129123909707,@KAI121 min mau nanya kalo mau beli tiket via KAIAccess kan musti sinkron NIK dan nama nah di KK dan KTP namanya ada tanda petik (') yg gabisa diketik di KAIAccess jadinya error message terus bs dibantu solusinya kah? terima kasih,NEGATIF,@kai121 min mau nanya kalo mau beli tiket via kaiaccess kan musti sinkron nik dan nama nah di kk dan ktp namanya ada tanda petik (') yg gabisa diketik di kaiaccess jadinya error message terus bs dibantu solusinya kah? terima kasih,min mau nanya kalo mau beli tiket via kaiaccess kan musti sinkron nik dan nama nah di kk dan ktp namanya ada tanda petik yg gabisa diketik di kaiaccess jadinya error message terus bs dibantu solusinya kah terima kasih,"['min', 'mau', 'nanya', 'kalo', 'mau', 'beli', 'tiket', 'via', 'kaiaccess', 'kan', 'musti', 'sinkron', 'nik', 'dan', 'nama', 'nah', 'di', 'kk', 'dan', 'ktp', 'namanya', 'ada', 'tanda', 'petik', 'yg', 'gabisa', 'diketik', 'di', 'kaiaccess', 'jadinya', 'error', 'message', 'terus', 'bs', 'dibantu', 'solusinya', 'kah', 'terima', 'kasih']","['mau', 'nanya', 'kalo', 'mau', 'beli', 'tiket', 'via', 'kan', 'musti', 'sinkron', 'nik', 'nama', 'nah', 'kk', 'ktp', 'namanya', 'tanda', 'petik', 'yg', 'gabisa', 'diketik', 'jadinya', 'error', 'message', 'terus', 'bs', 'dibantu', 'solusinya']","['mau', 'nanya', 'kalo', 'mau', 'beli', 'tiket', 'via', 'kan', 'musti', 'sinkron', 'nik', 'nama', 'nah', 'kk', 'ktp', 'nama', 'tanda', 'petik', 'yg', 'gabisa', 'ketik', 'jadi', 'error', 'message', 'terus', 'bs', 'bantu', 'solusi']",mau nanya kalo mau beli tiket via kan musti sinkron nik nama nah kk ktp nama tanda petik yg gabisa ketik jadi error message terus bs bantu solusi,@KAI121 min mau nanya kalo mau beli tiket via KAIAccess kan musti sinkron NIK dan nama nah di KK dan KTP namanya ada tanda petik (') yg gabisa diketik di KAIAccess jadinya error message terus bs dibantu solusinya kah? terima kasih,@KAI121 min mau nanya kalo mau beli tiket via KAIAccess kan musti sinkron NIK dan nama nah di KK dan KTP namanya ada tanda petik (') yg gabisa diketik di KAIAccess jadinya error message terus bs dibantu solusinya kah? terima kasih,mau nanya kalo mau beli tiket via kan musti sinkron nik nama nah kk ktp nama tanda petik yg gabisa ketik jadi error message terus bs bantu solusi,mau nanya kalo mau beli tiket via kan musti sinkron nik nama nah kk ktp nama tanda petik yg gabisa ketik jadi error message terus bs bantu solusi
1891349316284923913,Mon Feb 17 04:49:51 +0000 2025,537228618,1889721128278696292,@railfans80511 @JussacSu @flyovertheree @KAI121 Pesanan tiket sy dibayar pk CC. Lg ngisi form di DOKU eh dpt notif dr KAIAccess gagal bayar. Padahal time limit nya msh ada. Transaksi di DOKU sukses tp tiket ga keluar. Di CC jg ada transaksi tsb. Skrg sy lg urus penghapusan di CC banknya / refund dari DOKU/KAI.,POSITIF,@railfans80511 @jussacsu @flyovertheree @kai121 pesanan tiket sy dibayar pk cc. lg ngisi form di doku eh dpt notif dr kaiaccess gagal bayar. padahal time limit nya msh ada. transaksi di doku sukses tp tiket ga keluar. di cc jg ada transaksi tsb. skrg sy lg urus penghapusan di cc banknya / refund dari doku/kai.,pesanan tiket sy dibayar pk cc lg ngisi form di doku eh dpt notif dr kaiaccess gagal bayar padahal time limit nya msh ada transaksi di doku sukses tp tiket ga keluar di cc jg ada transaksi tsb skrg sy lg urus penghapusan di cc banknya refund dari doku kai,"['pesanan', 'tiket', 'sy', 'dibayar', 'pk', 'cc', 'lg', 'ngisi', 'form', 'di', 'doku', 'eh', 'dpt', 'notif', 'dr', 'kaiaccess', 'gagal', 'bayar', 'padahal', 'time', 'limit', 'nya', 'msh', 'ada', 'transaksi', 'di', 'doku', 'sukses', 'tp', 'tiket', 'ga', 'keluar', 'di', 'cc', 'jg', 'ada', 'transaksi', 'tsb', 'skrg', 'sy', 'lg', 'urus', 'penghapusan', 'di', 'cc', 'banknya', 'refund', 'dari', 'doku', 'kai']","['pesanan', 'tiket', 'sy', 'dibayar', 'pk', 'cc', 'lg', 'ngisi', 'form', 'doku', 'eh', 'dpt', 'notif', 'dr', 'gagal', 'bayar', 'padahal', 'time', 'limit', 'nya', 'msh', 'transaksi', 'doku', 'sukses', 'tp', 'tiket', 'ga', 'keluar', 'cc', 'jg', 'transaksi', 'tsb', 'skrg', 'sy', 'lg', 'urus', 'penghapusan', 'cc', 'banknya', 'refund', 'doku']","['pesan', 'tiket', 'sy', 'bayar', 'pk', 'cc', 'lg', 'ngisi', 'form', 'doku', 'eh', 'dpt', 'notif', 'dr', 'gagal', 'bayar', 'padahal', 'time', 'limit', 'nya', 'msh', 'transaksi', 'doku', 'sukses', 'tp', 'tiket', 'ga', 'keluar', 'cc', 'jg', 'transaksi', 'tsb', 'skrg', 'sy', 'lg', 'urus', 'hapus', 'cc', 'bank', 'refund', 'doku']",pesan tiket sy bayar pk cc lg ngisi form doku eh dpt notif dr gagal bayar padahal time limit nya msh transaksi doku sukses tp tiket ga keluar cc jg transaksi tsb skrg sy lg urus hapus cc bank refund doku,@railfans80511 @JussacSu @flyovertheree @KAI121 Pesanan tiket sy dibayar pk CC. Lg ngisi form di DOKU eh dpt notif dr KAIAccess gagal bayar. Padahal time limit nya msh ada. Transaksi di DOKU sukses tp tiket ga keluar. Di CC jg ada transaksi tsb. Skrg sy lg urus penghapusan di CC banknya / refund dari DOKU/KAI.,@railfans80511 @JussacSu @flyovertheree @KAI121 Pesanan tiket sy dibayar pk CC. Lg ngisi form di DOKU eh dpt notif dr KAIAccess gagal bayar. Padahal time limit nya msh ada. Transaksi di DOKU sukses tp tiket ga keluar. Di CC jg ada transaksi tsb. Skrg sy lg urus penghapusan di CC banknya / refund dari DOKU/KAI.,pesan tiket sy bayar pk cc lg ngisi form doku eh dpt notif dr gagal bayar padahal time limit nya msh transaksi doku sukses tp tiket ga keluar cc jg transaksi tsb skrg sy lg urus hapus cc bank refund doku,pesan tiket sy bayar pk cc lg ngisi form doku eh dpt notif dr gagal bayar padahal time limit nya msh transaksi doku sukses tp tiket ga keluar cc jg transaksi tsb skrg sy lg urus hapus cc bank refund doku
1889009884055965898,Mon Feb 10 17:53:47 +0000 2025,1223540905799340033,1889008676008321287,@sugaringbubu Nggak ada yg bener pliiiis. Mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,NETRAL,@sugaringbubu nggak ada yg bener pliiiis. mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,nggak ada yg bener plis mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,"['nggak', 'ada', 'yg', 'bener', 'plis', 'mau', 'di', 'kaiaccess', 'web', 'kai', 'tikom', 'traveloka', 'shopee', 'nggak', 'ada', 'yang', 'bisaa']","['yg', 'bener', 'plis', 'mau', 'web', 'tikom', 'traveloka', 'shopee', 'bisaa']","['yg', 'bener', 'plis', 'mau', 'web', 'tikom', 'traveloka', 'shopee', 'bisaa']",yg bener plis mau web tikom traveloka shopee bisaa,@sugaringbubu Nggak ada yg bener pliiiis. Mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,@sugaringbubu Nggak ada yg bener pliiiis. Mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,yg bener plis mau web tikom traveloka shopee bisaa,yg bener plis mau web tikom traveloka shopee bisaa
1889008823895253373,Mon Feb 10 17:49:34 +0000 2025,1545638309191331840,1889008823895253373,Kaiaccess @KAI121 tinggal bayar aja loading sm gagal mulu,NEGATIF,kaiaccess @kai121 tinggal bayar aja loading sm gagal mulu,kaiaccess tinggal bayar aja loading sm gagal mulu,"['kaiaccess', 'tinggal', 'bayar', 'aja', 'loading', 'sm', 'gagal', 'mulu']","['tinggal', 'bayar', 'aja', 'loading', 'sm', 'gagal', 'mulu']","['tinggal', 'bayar', 'aja', 'loading', 'sm', 'gagal', 'mulu']",tinggal bayar aja loading sm gagal mulu,Kaiaccess @KAI121 tinggal bayar aja loading sm gagal mulu,Kaiaccess @KAI121 tinggal bayar aja loading sm gagal mulu,tinggal bayar aja loading sm gagal mulu,tinggal bayar aja loading sm gagal mulu
1888751413733515564,Mon Feb 10 00:46:42 +0000 2025,1147465424,1888751413733515564,tiket kereta goib bgt ampuunnnnn #kaiaccess,NETRAL,tiket kereta goib bgt ampuunnnnn #kaiaccess,tiket kereta goib bgt ampuun kaiaccess,"['tiket', 'kereta', 'goib', 'bgt', 'ampuun', 'kaiaccess']","['tiket', 'goib', 'bgt', 'ampuun']","['tiket', 'goib', 'bgt', 'ampuun']",tiket goib bgt ampuun,tiket kereta goib bgt ampuunnnnn #kaiaccess,tiket kereta goib bgt ampuunnnnn #kaiaccess,tiket goib bgt ampuun,tiket goib bgt ampuun
